,lazarus-ccr.csv,ikvm.csv,ontomorphtab.csv,xuggle.csv,micomt.csv,les-indemodables.csv,tradelink.csv,elateportal.csv,metacosm.csv
elateportal.csv,0.62,0.77,0.51,0.65,0.62,0.49,0.68,0.98,0.26
ikvm.csv,0.79,0.86,0.46,0.52,0.15,0.32,0.47,0.93,0.19
lazarus-ccr.csv,0.83,0.32,0.37,0.8,0.54,1.0,0.79,0.89,0.37
les-indemodables.csv,0.83,0.32,0.57,0.67,0.46,0.68,0.53,0.09,0.63
metacosm.csv,0.88,0.27,0.54,0.67,0.15,0.76,0.47,0.16,0.7
micomt.csv,0.83,0.86,0.91,0.85,0.77,0.86,0.89,0.25,1.0
ontomorphtab.csv,0.46,0.95,0.71,1.0,0.77,0.81,0.21,0.77,0.67
tradelink.csv,0.25,0.27,0.54,0.65,0.23,0.73,0.53,0.0,0.7
xuggle.csv,0.75,0.68,0.51,0.78,0.23,0.62,0.63,0.09,0.59
