,xharbour.csv,jgameai.csv,megasquirtavr.csv,emisview.csv,bullet.csv,mptvseries.csv,tktoolkit.csv,bulmages.csv,cubefs.csv,java-gnome.csv,bwapi.csv,mp-rechnungs-und-kundenverwaltung.csv,bionote.csv,adobe-source.csv,somap.csv,duplicati.csv,buddata-ebxml-registry.csv,oorexx.csv
adobe-source.csv,98.5,99.0,474.0,1191.5,195.5,384.5,59.0,674.0,197.0,549.0,97.5,375.0,92.5,453.0,191.0,98.5,98.5,482.0
bionote.csv,98.5,364.0,95.5,91.5,96.5,507.5,1300.5,697.0,95.5,183.0,97.5,99.0,190.0,1826.0,98.5,98.5,95.5,386.5
buddata-ebxml-registry.csv,98.5,99.0,391.5,196.0,197.5,1757.0,296.0,2177.5,197.0,464.5,99.0,99.0,380.0,5816.5,98.5,98.5,98.5,482.0
bullet.csv,98.5,99.0,391.5,196.0,195.5,791.5,197.0,1399.0,98.5,458.5,99.0,96.5,1303.5,4536.0,94.5,86.5,95.5,192.5
bulmages.csv,97.5,32.5,194.0,238.5,197.5,590.0,1217.5,1293.5,38.5,177.0,97.5,99.0,212.5,2928.0,191.0,93.5,89.5,482.0
bwapi.csv,98.5,99.0,391.5,721.0,197.5,1757.0,296.0,2005.5,197.0,276.5,99.0,99.0,286.5,5884.0,98.5,98.5,98.5,482.0
cubefs.csv,98.5,99.0,95.5,1953.0,95.5,646.5,296.0,694.5,194.0,648.5,82.5,98.5,1030.0,900.5,95.5,93.5,98.5,206.5
emisview.csv,0.0,93.5,88.5,576.5,19.5,398.0,0.0,28.5,97.5,194.0,18.5,99.0,393.5,0.0,98.5,98.5,98.5,63.5
java-gnome.csv,97.5,195.0,194.5,196.0,96.5,759.5,1308.5,868.0,87.5,87.5,97.5,283.5,836.0,1941.0,98.5,93.5,98.5,269.5
jgameai.csv,0.0,93.5,95.5,247.5,152.0,345.5,197.5,774.5,87.5,73.5,91.5,95.5,651.0,1099.0,55.5,78.5,79.5,116.0
megasquirtavr.csv,98.5,99.0,292.5,196.0,98.5,608.0,296.0,1399.0,197.0,648.5,97.5,567.0,286.5,1620.0,191.0,98.5,193.0,39.5
mp-rechnungs-und-kundenverwaltung.csv,98.5,243.0,178.0,371.0,96.5,205.5,838.5,659.0,196.0,183.0,95.5,98.5,286.5,1993.0,98.5,91.5,92.5,191.0
mptvseries.csv,98.5,96.5,72.5,226.0,175.0,823.5,98.5,873.0,193.0,177.0,83.5,99.0,231.5,761.5,87.5,98.5,89.5,172.0
oorexx.csv,93.5,96.5,291.0,196.0,98.5,456.0,1220.5,1049.0,97.5,462.5,99.0,99.0,397.5,2673.0,192.0,98.5,98.5,273.5
somap.csv,98.5,99.0,391.5,196.0,197.5,1208.5,296.0,2011.5,197.0,648.5,99.0,99.0,1338.0,5785.5,98.5,93.5,98.5,482.0
tktoolkit.csv,90.5,96.5,193.0,196.0,96.5,1353.5,647.5,1386.0,197.0,648.5,99.0,98.5,380.0,3777.5,95.5,98.5,98.5,272.5
xharbour.csv,98.5,99.0,293.0,1974.0,194.5,1237.5,197.5,1657.5,197.0,281.5,97.5,99.0,186.0,5839.5,98.5,98.5,98.5,383.0
