,flylinkdc.csv,xbrlapi.csv,vdsf.csv,nuttx.csv,maidsafe-dht.csv,dvt.csv,ldview.csv,red5.csv,ctrlr.csv,ipfire-wall.csv,gnome-jabber.csv,jruby.csv,oorexx.csv,fulguro.csv
ctrlr.csv,0.36,0.5,0.62,0.76,0.17,0.25,0.39,0.71,1.0,0.22,0.98,0.8,0.54,0.1
dvt.csv,0.11,0.47,0.09,0.86,0.0,1.0,0.33,0.59,0.14,0.4,0.96,0.87,0.38,0.25
flylinkdc.csv,1.0,0.7,0.26,0.86,0.27,0.21,0.64,0.78,0.24,0.42,1.0,0.78,0.64,0.17
fulguro.csv,0.36,0.75,0.27,0.76,0.17,0.07,0.67,0.79,0.33,0.75,0.94,0.86,0.5,0.92
gnome-jabber.csv,0.29,0.51,0.07,0.84,0.19,0.31,0.32,0.61,0.27,0.33,0.97,0.86,0.61,0.12
ipfire-wall.csv,0.36,0.65,0.18,0.76,0.17,0.25,0.18,0.63,0.17,0.95,0.92,0.88,0.57,0.18
jruby.csv,0.27,0.44,0.09,0.82,0.31,0.39,0.45,0.64,0.0,0.31,0.95,0.99,0.59,0.33
ldview.csv,0.32,0.53,0.1,0.84,0.36,0.17,1.0,0.89,0.22,0.3,0.92,0.88,0.69,0.13
maidsafe-dht.csv,0.56,0.83,0.16,0.68,1.0,0.22,1.0,0.71,0.0,0.56,1.0,0.88,0.83,0.0
nuttx.csv,0.24,0.53,0.08,0.99,0.22,0.36,0.58,0.59,0.11,0.36,0.95,0.87,0.62,0.1
oorexx.csv,0.28,0.51,0.07,0.83,0.24,0.37,0.35,0.73,0.31,0.22,0.97,0.88,0.95,0.12
red5.csv,0.3,0.49,0.09,0.82,0.21,0.36,0.41,1.0,0.33,0.34,1.0,0.88,0.83,0.1
vdsf.csv,0.25,0.55,0.95,0.82,0.14,0.27,0.36,0.58,0.25,0.27,0.95,0.88,0.62,0.12
xbrlapi.csv,0.19,0.98,0.07,0.83,0.16,0.25,0.46,0.58,0.32,0.33,0.95,0.83,0.45,0.19
