,flylinkdc.csv,xbrlapi.csv,vdsf.csv,nuttx.csv,maidsafe-dht.csv,dvt.csv,ldview.csv,red5.csv,ctrlr.csv,ipfire-wall.csv,gnome-jabber.csv,jruby.csv,oorexx.csv,fulguro.csv
ctrlr.csv,0.88,0.88,0.94,0.72,0.94,0.83,0.57,0.71,0.95,0.89,0.6,0.9,0.85,0.9
dvt.csv,0.96,0.5,0.29,0.84,0.93,0.71,0.67,0.56,0.93,0.8,0.78,0.65,0.88,0.75
flylinkdc.csv,0.69,0.7,0.99,0.86,0.63,0.86,0.73,0.72,0.69,0.58,0.83,0.6,0.79,0.67
fulguro.csv,0.93,0.92,0.99,0.89,0.87,0.98,0.67,0.74,0.83,0.75,0.84,0.71,0.5,0.92
gnome-jabber.csv,0.39,0.36,0.28,0.56,0.44,0.54,0.49,0.33,0.49,0.37,0.52,0.45,0.41,0.41
ipfire-wall.csv,0.91,0.65,0.69,0.78,0.7,0.56,0.91,0.5,0.77,0.53,0.66,0.55,0.53,0.55
jruby.csv,0.33,0.51,0.28,0.56,0.85,0.59,0.82,0.73,0.8,0.85,0.44,0.49,0.53,0.67
ldview.csv,0.59,0.47,0.38,0.85,0.64,0.71,0.67,0.79,0.78,0.5,0.85,0.59,0.48,0.9
maidsafe-dht.csv,0.89,0.83,0.83,0.79,0.86,0.89,0.0,0.71,0.67,0.67,0.83,0.88,0.75,0.5
nuttx.csv,0.35,0.37,0.27,0.61,0.41,0.43,0.53,0.49,0.72,0.46,0.42,0.48,0.47,0.52
oorexx.csv,0.43,0.47,0.28,0.66,0.5,0.52,0.49,0.62,0.54,0.42,0.46,0.52,0.47,0.44
red5.csv,0.55,0.6,0.28,0.81,0.7,0.64,0.81,0.45,0.74,0.52,0.94,0.54,0.83,0.94
vdsf.csv,0.44,0.5,0.99,0.56,0.5,0.65,0.47,0.35,0.48,0.42,0.53,0.53,0.41,0.45
xbrlapi.csv,0.94,0.51,0.3,0.57,0.68,0.77,0.54,0.45,0.57,0.62,0.57,0.59,0.8,0.78
