,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,exist.csv,mp-rechnungs-und-kundenverwaltung.csv,wheat.csv,ingex.csv,power-architect.csv,javaprofiler.csv
apertium.csv,5.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,14.0,0.0,0.0,6.0,1.0,7.0,0.0,0.0,0.0,3.0
beast-mcmc.csv,0.0,1.0,0.0,10.0,2.0,1.0,2.0,1.0,9.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
cuberok.csv,5.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,19.0,0.0,1.0,10.0,4.0,0.0,0.0,1.0,0.0,2.0
exist.csv,1.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,7.0,0.0,2.0
ingex.csv,9.0,1.0,7.0,7.0,0.0,2.0,0.0,1.0,16.0,0.0,0.0,3.0,3.0,2.0,1.0,0.0,0.0,2.0
javaprofiler.csv,1.0,4.0,0.0,9.0,0.0,0.0,0.0,6.0,16.0,0.0,1.0,3.0,7.0,3.0,0.0,2.0,0.0,0.0
jbasic.csv,1.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,18.0,0.0,0.0,3.0,2.0,2.0,51.0,1.0,0.0,2.0
jgnash.csv,4.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7.0,7.0,0.0,2.0,1.0,0.0
jrefactory.csv,12.0,2.0,0.0,4.0,0.0,0.0,4.0,2.0,20.0,0.0,7.0,6.0,1.0,5.0,0.0,2.0,1.0,0.0
jsecurity.csv,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,42.0,1.0,11.0,1.0,9.0,0.0,0.0,2.0,0.0,0.0
libopenmetaverse.csv,11.0,1.0,0.0,11.0,1.0,0.0,0.0,4.0,60.0,0.0,8.0,3.0,9.0,0.0,0.0,3.0,0.0,0.0
mobicents.csv,13.0,1.0,0.0,4.0,8.0,0.0,0.0,0.0,14.0,1.0,8.0,7.0,8.0,1.0,2.0,1.0,0.0,0.0
mp-rechnungs-und-kundenverwaltung.csv,12.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,3.0,5.0,0.0,0.0,1.0,0.0,0.0
openefm.csv,22.0,0.0,2.0,11.0,2.0,1.0,1.0,1.0,19.0,3.0,9.0,3.0,8.0,3.0,0.0,1.0,0.0,0.0
power-architect.csv,9.0,6.0,2.0,26.0,1.0,0.0,0.0,2.0,37.0,0.0,3.0,1.0,6.0,9.0,0.0,3.0,0.0,0.0
sidekar.csv,4.0,1.0,4.0,3.0,0.0,2.0,3.0,4.0,14.0,0.0,0.0,2.0,4.0,4.0,2.0,0.0,0.0,1.0
wheat.csv,9.0,2.0,0.0,7.0,1.0,0.0,2.0,3.0,20.0,0.0,6.0,7.0,1.0,148.0,0.0,0.0,0.0,2.0
yarp0.csv,8.0,4.0,0.0,10.0,0.0,1.0,2.0,9.0,22.0,0.0,6.0,0.0,6.0,2.0,0.0,3.0,0.0,0.0
