,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,exist.csv,mp-rechnungs-und-kundenverwaltung.csv,wheat.csv,ingex.csv,power-architect.csv,javaprofiler.csv
apertium.csv,0.42,0.28,0.3,0.5,0.42,0.35,0.34,0.06,0.32,0.38,0.97,0.14,0.31,0.51,0.29,0.64,0.35,0.13
beast-mcmc.csv,0.98,0.48,0.43,0.32,0.43,0.46,0.5,0.6,0.43,0.44,0.31,0.53,0.63,0.55,0.17,0.57,0.36,0.23
cuberok.csv,0.62,0.6,0.36,0.59,0.71,0.6,0.63,0.99,0.6,0.46,0.59,0.47,0.66,0.46,0.35,0.43,0.57,0.31
exist.csv,0.46,0.6,0.31,0.43,0.39,0.4,0.46,0.21,0.4,0.33,0.36,0.22,0.98,0.59,0.21,0.38,0.36,0.13
ingex.csv,0.34,0.18,0.32,0.21,0.56,0.37,0.37,0.36,0.65,0.51,0.48,0.07,0.43,0.51,0.28,0.91,0.26,0.22
javaprofiler.csv,0.58,0.58,0.41,0.52,0.57,0.47,0.58,0.52,0.54,0.39,0.65,0.52,0.53,0.48,0.54,0.42,0.51,1.0
jbasic.csv,0.3,0.31,0.4,0.21,0.38,0.23,0.5,0.46,0.47,0.92,0.62,0.29,0.46,0.44,0.0,0.09,0.34,0.25
jgnash.csv,0.2,0.15,0.35,0.27,0.17,0.45,0.17,0.4,0.93,0.26,0.19,0.34,0.5,0.2,0.4,0.7,0.16,0.28
jrefactory.csv,0.46,0.43,0.97,0.32,0.31,0.54,0.37,0.58,0.36,0.39,0.44,0.45,0.42,0.57,0.46,0.12,0.4,0.34
jsecurity.csv,0.6,0.45,0.36,0.92,0.19,0.43,0.4,0.43,0.38,0.12,0.31,0.48,0.41,0.55,0.47,0.63,0.44,0.4
libopenmetaverse.csv,0.39,0.58,0.38,0.24,0.4,0.98,0.27,0.56,0.54,0.54,0.34,0.37,0.55,0.54,0.52,0.43,0.37,0.42
mobicents.csv,0.56,0.63,0.53,0.4,0.47,0.45,0.99,0.65,0.47,0.69,0.39,0.42,0.55,0.64,0.4,0.64,0.44,0.31
mp-rechnungs-und-kundenverwaltung.csv,0.24,0.35,0.25,0.38,0.41,0.39,0.46,0.53,0.28,0.34,0.19,0.29,0.61,0.97,0.21,0.6,0.36,0.5
openefm.csv,0.44,0.98,0.42,0.51,0.58,0.23,0.47,0.53,0.62,0.29,0.0,0.29,0.56,0.62,0.49,0.52,0.44,0.19
power-architect.csv,0.47,0.53,0.6,0.4,0.56,0.24,0.53,0.36,0.67,0.32,0.66,0.55,0.52,0.58,0.37,0.4,1.0,0.33
sidekar.csv,0.7,0.37,0.48,0.73,0.98,0.53,0.63,0.47,0.72,0.58,0.65,0.48,0.5,0.53,0.17,0.64,0.47,0.37
wheat.csv,0.24,0.3,0.07,0.06,0.13,0.2,0.12,0.06,0.1,0.07,0.14,0.22,0.07,0.0,0.97,0.25,0.3,0.44
yarp0.csv,0.63,0.53,0.53,0.62,0.71,0.56,0.62,0.47,0.53,0.47,0.6,0.95,0.49,0.64,0.55,0.61,0.5,0.52
