,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,exist.csv,mp-rechnungs-und-kundenverwaltung.csv,wheat.csv,ingex.csv,power-architect.csv,javaprofiler.csv
apertium.csv,0.79,0.77,0.83,0.6,0.68,0.74,0.77,0.95,0.8,0.68,0.04,0.9,0.74,0.81,0.76,0.59,0.77,0.91
beast-mcmc.csv,0.03,0.62,0.67,0.73,0.64,0.72,0.61,0.53,0.71,0.63,0.84,0.57,0.45,0.6,0.86,0.56,0.7,0.82
cuberok.csv,0.66,0.54,0.96,0.62,0.43,0.63,0.66,0.03,0.57,0.66,0.6,0.65,0.59,0.86,0.8,0.75,0.6,0.88
exist.csv,0.61,0.47,0.8,0.63,0.66,0.67,0.63,0.84,0.67,0.73,0.72,0.83,0.03,0.6,0.83,0.69,0.7,0.9
ingex.csv,0.73,0.85,0.85,0.83,0.54,0.7,0.75,0.7,0.48,0.7,0.62,0.94,0.64,0.64,0.84,0.11,0.78,0.88
javaprofiler.csv,0.54,0.71,0.67,0.81,0.61,0.85,0.71,0.8,0.6,0.71,0.6,0.78,0.72,0.65,0.76,0.87,0.74,0.0
jbasic.csv,0.75,0.74,0.74,0.83,0.69,0.81,0.58,0.62,0.68,0.11,0.48,0.77,0.63,0.66,1.01,0.94,0.76,0.83
jgnash.csv,0.84,0.88,0.72,0.78,0.86,0.76,0.87,0.69,0.08,0.79,0.84,0.85,0.69,0.86,0.72,0.52,0.88,0.76
jrefactory.csv,0.73,0.68,0.04,0.8,0.76,0.64,0.74,0.7,0.72,0.89,0.84,0.75,0.7,0.56,0.68,0.93,0.66,0.84
jsecurity.csv,0.5,0.68,0.76,0.1,0.85,0.66,0.72,0.73,0.81,0.91,0.88,0.6,0.75,0.6,0.61,0.61,0.76,0.69
libopenmetaverse.csv,0.88,0.75,0.9,0.95,0.88,0.03,0.94,0.76,0.8,0.8,0.91,0.9,0.72,0.8,0.8,0.87,0.93,0.87
mobicents.csv,0.56,0.55,0.69,0.67,0.69,0.76,0.01,0.61,0.66,0.46,0.75,0.7,0.68,0.61,0.71,0.59,0.84,0.78
mp-rechnungs-und-kundenverwaltung.csv,0.81,0.7,0.86,0.68,0.67,0.75,0.63,0.58,0.77,0.72,0.88,0.82,0.49,0.04,0.86,0.56,0.79,0.61
openefm.csv,0.72,0.03,0.81,0.81,0.54,0.81,0.64,0.61,0.49,0.77,1.0,0.8,0.56,0.66,0.65,0.54,0.63,0.88
power-architect.csv,0.85,0.78,0.72,0.89,0.76,0.95,0.76,0.73,0.6,0.85,0.44,0.71,0.66,0.69,0.91,0.87,0.0,1.0
sidekar.csv,0.59,0.74,0.81,0.45,0.02,0.66,0.55,0.68,0.53,0.54,0.45,0.61,0.64,0.8,0.91,0.59,0.84,0.72
wheat.csv,0.83,0.83,0.94,0.95,0.92,0.88,0.92,0.97,0.94,0.95,0.9,0.86,0.95,1.0,0.04,0.82,0.75,0.64
yarp0.csv,0.69,0.73,0.78,0.55,0.44,0.64,0.54,0.8,0.65,0.85,0.67,0.06,0.63,0.66,0.62,0.71,0.81,0.65
