,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,exist.csv,mp-rechnungs-und-kundenverwaltung.csv,wheat.csv,ingex.csv,power-architect.csv,javaprofiler.csv
apertium.csv,0.29,0.33,0.35,0.36,0.49,0.39,0.37,0.08,0.17,0.46,0.98,0.15,0.39,0.43,0.37,0.54,0.45,0.18
beast-mcmc.csv,0.98,0.44,0.49,0.29,0.51,0.47,0.53,0.55,0.22,0.5,0.25,0.47,0.68,0.45,0.24,0.52,0.47,0.3
cuberok.csv,0.43,0.51,0.49,0.33,0.76,0.6,0.64,0.98,0.3,0.48,0.45,0.4,0.69,0.46,0.38,0.38,0.68,0.38
exist.csv,0.44,0.62,0.36,0.38,0.49,0.46,0.51,0.24,0.3,0.4,0.34,0.23,0.98,0.47,0.28,0.41,0.47,0.19
ingex.csv,0.32,0.24,0.36,0.21,0.63,0.44,0.4,0.4,0.37,0.5,0.43,0.1,0.51,0.42,0.32,0.91,0.36,0.28
javaprofiler.csv,0.47,0.45,0.48,0.31,0.63,0.63,0.61,0.46,0.29,0.43,0.49,0.38,0.57,0.41,0.58,0.52,0.64,1.0
jbasic.csv,0.33,0.35,0.45,0.23,0.46,0.3,0.55,0.49,0.24,0.92,0.55,0.31,0.53,0.4,0.0,0.11,0.43,0.32
jgnash.csv,0.23,0.18,0.43,0.25,0.24,0.46,0.22,0.41,0.96,0.33,0.25,0.25,0.53,0.2,0.43,0.59,0.22,0.38
jrefactory.csv,0.33,0.39,0.98,0.2,0.38,0.54,0.4,0.51,0.24,0.62,0.32,0.33,0.47,0.49,0.49,0.14,0.51,0.4
jsecurity.csv,0.5,0.39,0.41,0.95,0.26,0.47,0.43,0.39,0.17,0.16,0.23,0.45,0.44,0.45,0.53,0.53,0.55,0.49
libopenmetaverse.csv,0.42,0.49,0.73,0.29,0.72,0.99,0.64,0.51,0.27,0.62,0.43,0.46,0.59,0.48,0.61,0.53,0.68,0.75
mobicents.csv,0.45,0.51,0.57,0.32,0.53,0.46,0.99,0.56,0.26,0.68,0.32,0.35,0.58,0.49,0.44,0.54,0.57,0.38
mp-rechnungs-und-kundenverwaltung.csv,0.26,0.41,0.29,0.37,0.49,0.41,0.51,0.51,0.26,0.4,0.18,0.24,0.66,0.98,0.26,0.52,0.46,0.58
openefm.csv,0.33,0.98,0.45,0.29,0.64,0.3,0.51,0.49,0.37,0.35,0.45,0.26,0.61,0.48,0.52,0.55,0.55,0.25
power-architect.csv,0.35,0.42,0.67,0.29,0.68,0.65,0.55,0.37,0.31,0.32,0.57,0.41,0.55,0.44,0.6,0.33,1.0,0.52
sidekar.csv,0.5,0.34,0.52,0.44,0.99,0.54,0.63,0.43,0.34,0.59,0.56,0.44,0.55,0.45,0.21,0.54,0.64,0.45
wheat.csv,0.22,0.26,0.11,0.07,0.18,0.23,0.15,0.07,0.07,0.11,0.16,0.2,0.11,0.0,0.98,0.26,0.4,0.53
yarp0.csv,0.45,0.41,0.61,0.37,0.75,0.56,0.62,0.4,0.25,0.63,0.45,0.97,0.54,0.5,0.57,0.53,0.68,0.59
