,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,exist.csv,mp-rechnungs-und-kundenverwaltung.csv,wheat.csv,ingex.csv,power-architect.csv,javaprofiler.csv
apertium.csv,0.22,0.5,0.48,0.29,0.71,0.55,0.5,0.5,0.12,0.72,1.0,0.2,0.75,0.3,0.7,0.44,0.77,0.53
beast-mcmc.csv,1.0,0.43,0.65,0.31,0.8,0.5,0.64,0.52,0.16,0.66,0.22,0.44,0.79,0.39,0.8,0.48,0.89,0.78
cuberok.csv,0.31,0.46,0.46,0.22,0.78,0.56,0.56,0.96,0.2,0.55,0.37,0.37,0.65,0.32,0.47,0.34,0.84,0.54
exist.csv,0.45,0.72,0.52,0.38,0.88,0.65,0.64,0.36,0.25,0.67,0.36,0.3,0.98,0.38,0.62,0.5,0.89,0.73
ingex.csv,0.34,0.56,0.45,0.24,0.77,0.63,0.51,0.54,0.26,0.49,0.42,0.2,0.74,0.37,0.44,0.93,0.92,0.54
javaprofiler.csv,0.41,0.34,0.68,0.19,0.69,0.51,0.53,0.36,0.2,0.55,0.37,0.28,0.57,0.38,0.53,0.37,0.78,1.0
jbasic.csv,0.47,0.5,0.56,0.3,0.78,0.64,0.69,0.6,0.17,0.92,0.5,0.4,0.7,0.4,0.0,0.22,0.8,0.64
jgnash.csv,0.38,0.36,0.67,0.26,0.75,0.47,0.5,0.47,1.0,0.64,0.57,0.21,0.58,0.25,0.56,0.49,0.78,0.9
jrefactory.csv,0.26,0.38,1.0,0.16,0.68,0.56,0.52,0.41,0.19,0.49,0.24,0.27,0.59,0.43,0.57,0.2,0.9,0.57
jsecurity.csv,0.45,0.37,0.55,1.0,0.71,0.61,0.53,0.38,0.11,0.55,0.19,0.47,0.55,0.4,0.71,0.43,0.77,0.75
libopenmetaverse.csv,0.27,0.35,0.59,0.18,0.62,1.0,0.5,0.39,0.16,0.5,0.29,0.31,0.57,0.33,0.53,0.38,0.74,0.67
mobicents.csv,0.39,0.43,0.58,0.29,0.64,0.47,0.99,0.46,0.18,0.66,0.28,0.33,0.59,0.38,0.59,0.44,0.74,0.67
mp-rechnungs-und-kundenverwaltung.csv,0.39,0.62,0.46,0.42,0.77,0.48,0.64,0.52,0.27,0.61,0.21,0.24,0.75,1.0,0.45,0.47,0.75,0.76
openefm.csv,0.27,1.0,0.5,0.18,0.76,0.7,0.61,0.48,0.27,0.57,0.29,0.27,0.7,0.36,0.59,0.64,0.91,0.55
power-architect.csv,0.24,0.31,0.6,0.18,0.64,0.5,0.5,0.44,0.19,0.37,0.52,0.3,0.6,0.33,0.5,0.27,1.0,0.54
sidekar.csv,0.36,0.34,0.52,0.31,1.0,0.54,0.62,0.42,0.22,0.64,0.5,0.44,0.63,0.32,0.36,0.44,0.75,0.71
wheat.csv,0.26,0.25,0.75,0.12,0.44,0.38,0.36,0.17,0.07,0.31,0.23,0.21,0.35,0.0,1.0,0.35,0.88,0.83
yarp0.csv,0.31,0.32,0.56,0.27,0.78,0.56,0.63,0.33,0.17,0.5,0.33,1.0,0.65,0.37,0.6,0.4,0.77,0.72
