,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,exist.csv,mp-rechnungs-und-kundenverwaltung.csv,wheat.csv,ingex.csv,power-architect.csv,javaprofiler.csv
apertium.csv,0.51,0.88,0.62,0.66,0.56,0.65,0.72,0.5,0.64,0.76,0.75,0.9,0.78,0.37,0.8,0.33,0.55,0.93
beast-mcmc.csv,0.69,0.49,0.58,0.83,0.57,0.53,0.51,0.48,0.52,0.53,0.66,0.61,0.48,0.48,0.8,0.52,0.63,0.78
cuberok.csv,0.42,0.46,0.41,0.5,0.48,0.46,0.4,0.61,0.53,0.59,0.56,0.53,0.39,0.39,0.63,0.54,0.41,0.68
exist.csv,0.69,0.6,0.59,0.62,0.64,0.6,0.55,0.64,0.69,0.59,0.64,0.8,0.46,0.47,0.88,0.6,0.63,0.91
ingex.csv,0.91,0.89,0.76,0.97,0.7,0.68,0.71,0.77,0.61,0.68,0.65,0.8,0.74,0.61,0.56,0.57,0.92,0.88
javaprofiler.csv,0.63,0.42,0.68,0.5,0.5,0.39,0.42,0.44,0.6,0.6,0.53,0.5,0.52,0.56,0.41,0.35,0.51,0.48
jbasic.csv,0.97,0.83,0.5,0.96,0.7,0.91,0.55,0.67,0.59,0.59,0.63,0.9,0.61,0.7,0.67,0.89,0.7,0.84
jgnash.csv,0.97,0.91,0.83,0.74,0.92,0.56,0.99,0.82,0.96,0.91,0.86,0.67,0.6,0.97,0.83,0.53,0.89,0.85
jrefactory.csv,0.54,0.71,0.57,0.7,0.68,0.47,0.64,0.41,0.77,0.49,0.58,0.54,0.62,0.53,0.48,0.93,0.57,0.68
jsecurity.csv,0.66,0.61,0.74,0.86,0.79,0.52,0.64,0.42,0.68,0.91,0.61,0.6,0.68,0.56,0.53,0.35,0.6,0.67
libopenmetaverse.csv,0.36,0.43,0.4,0.5,0.51,0.54,0.39,0.41,0.47,0.49,0.45,0.41,0.46,0.42,0.37,0.35,0.39,0.43
mobicents.csv,0.56,0.49,0.48,0.65,0.6,0.53,0.51,0.46,0.61,0.48,0.62,0.61,0.49,0.39,0.71,0.42,0.5,0.8
mp-rechnungs-und-kundenverwaltung.csv,0.97,0.88,0.62,0.9,0.67,0.7,0.64,0.67,0.95,0.61,0.68,0.88,0.55,0.67,0.91,0.5,0.5,0.7
openefm.csv,0.63,0.66,0.48,0.55,0.5,0.9,0.59,0.65,0.7,0.54,0.41,0.8,0.57,0.4,0.68,0.68,0.65,0.95
power-architect.csv,0.41,0.49,0.46,0.5,0.5,0.36,0.49,0.94,0.49,0.67,0.81,0.52,0.52,0.43,0.4,0.61,0.41,0.56
sidekar.csv,0.39,0.5,0.38,0.45,0.49,0.4,0.42,0.42,0.42,0.45,0.53,0.56,0.5,0.34,0.91,0.36,0.4,0.66
wheat.csv,0.98,0.67,0.75,0.94,0.94,0.94,0.99,0.83,0.97,0.92,0.92,0.86,0.95,0.67,0.52,0.94,0.94,0.71
yarp0.csv,0.39,0.46,0.44,0.52,0.53,0.47,0.49,0.55,0.55,0.46,0.43,0.67,0.6,0.36,0.52,0.4,0.37,0.57
