,arianne.csv,qgis.csv,bl-toolkit.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,mbse.csv,vars-redux.csv,clamav.csv,gnupdate.csv,alsa.csv,yafdotnet.csv,ns-3-dev-def-routing.csv,mplayer-ce.csv,biopax.csv,crux-framework.csv,xamj.csv,ng4j.csv,jmule.csv
alsa.csv,0.53,0.46,0.55,0.6,0.52,0.69,0.48,0.37,0.36,0.5,0.49,0.51,0.45,0.44,0.37,0.58,0.42,0.47,0.69,0.44
arcallians.csv,0.52,0.44,0.53,0.66,0.58,0.43,0.49,0.68,0.4,0.6,0.89,0.74,0.43,0.48,0.65,0.45,0.43,0.57,0.6,0.9
arianne.csv,0.48,0.42,0.42,0.5,0.48,0.55,0.48,0.36,0.37,0.4,0.46,0.38,0.35,0.4,0.37,0.44,0.43,0.46,0.44,0.38
aztec.csv,0.88,0.51,0.88,0.97,0.5,0.83,0.41,0.72,0.62,0.5,0.59,0.59,0.96,0.59,0.41,0.67,0.5,0.54,0.65,0.5
biopax.csv,0.39,0.4,0.42,0.49,0.55,0.42,0.48,0.36,0.36,0.39,0.46,0.39,0.35,0.38,0.37,0.53,0.42,0.47,0.42,0.34
bl-toolkit.csv,0.39,0.46,0.48,0.53,0.48,0.47,0.36,0.36,0.38,0.39,0.47,0.4,0.35,0.62,0.39,0.61,0.47,0.54,0.41,0.36
clamav.csv,0.46,0.41,0.58,0.4,0.34,0.39,0.34,0.34,0.5,0.48,0.36,0.43,0.63,0.37,0.38,0.62,0.33,0.47,0.48,0.5
crux-framework.csv,0.7,0.98,0.86,0.8,0.95,0.5,0.67,0.56,0.94,0.71,0.47,0.44,0.97,0.83,0.42,0.8,0.93,0.97,0.67,0.88
gnupdate.csv,0.52,0.46,0.83,0.56,0.47,0.45,0.43,0.96,0.39,0.56,0.67,0.6,0.42,0.59,0.99,0.6,0.49,0.62,0.5,0.3
jmule.csv,0.47,0.45,0.53,0.72,0.48,0.91,0.36,0.34,0.35,0.67,0.6,0.55,0.42,0.47,0.37,0.54,0.36,0.46,0.55,0.43
mbse.csv,0.48,0.47,0.64,0.52,0.46,0.45,0.41,0.52,0.38,0.42,0.48,0.43,0.38,0.55,0.43,0.75,0.48,0.5,0.42,0.32
mplayer-ce.csv,0.46,0.4,0.51,0.49,0.45,0.58,0.54,0.7,0.4,0.86,0.49,0.47,0.6,0.41,0.57,0.56,0.44,0.48,0.56,0.41
ng4j.csv,0.97,0.63,0.84,0.55,0.73,0.83,0.58,0.97,0.56,0.67,0.88,0.61,0.65,0.61,0.67,0.55,0.81,0.97,0.68,0.88
ns-3-dev-def-routing.csv,0.8,0.88,0.5,0.93,0.49,0.73,0.92,0.36,0.65,0.57,0.51,0.45,0.49,0.59,0.4,0.76,0.48,0.51,0.75,0.0
openxava.csv,0.53,0.46,0.8,0.55,0.86,0.41,0.43,0.5,0.61,0.34,0.4,0.42,0.52,0.56,0.52,0.9,0.41,0.78,0.44,0.33
phonon-vlc-mplayer.csv,0.75,0.51,0.49,0.87,0.56,0.96,0.4,0.36,0.41,0.52,0.58,0.5,0.41,0.53,0.42,0.62,0.4,0.55,0.69,0.8
qgis.csv,0.7,0.51,0.84,0.61,0.65,0.95,0.52,0.0,0.46,0.8,0.0,0.0,0.47,0.49,0.91,0.63,0.61,0.73,0.79,0.0
vars-redux.csv,0.44,0.4,0.44,0.44,0.33,0.42,0.48,0.36,0.4,0.36,0.39,0.43,0.56,0.41,0.34,0.73,0.35,0.5,0.53,0.38
xamj.csv,0.38,0.4,0.42,0.47,0.44,0.43,0.38,0.36,0.38,0.35,0.49,0.37,0.4,0.4,0.44,0.47,0.34,0.47,0.41,0.31
yafdotnet.csv,0.43,0.41,0.86,0.41,0.32,0.37,0.38,0.48,0.37,0.75,0.63,0.48,0.43,0.36,0.53,0.65,0.35,0.52,0.43,0.31
