,arianne.csv,qgis.csv,bl-toolkit.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,mbse.csv,vars-redux.csv,clamav.csv,gnupdate.csv,alsa.csv,yafdotnet.csv,ns-3-dev-def-routing.csv,mplayer-ce.csv,biopax.csv,crux-framework.csv,xamj.csv,ng4j.csv,jmule.csv
alsa.csv,0.62,0.52,0.51,0.44,0.64,0.74,1.0,0.92,0.78,0.56,0.76,0.54,0.57,0.63,1.0,0.37,0.99,0.98,0.49,0.46
arcallians.csv,0.58,0.61,0.47,0.36,0.39,1.0,0.98,0.55,0.66,0.57,0.56,0.75,0.65,0.63,0.64,0.76,0.81,0.51,0.57,0.72
arianne.csv,0.4,0.92,1.0,0.87,1.0,0.61,0.97,1.0,0.74,0.95,1.0,1.0,0.97,0.94,0.99,0.72,0.98,0.79,0.83,0.71
aztec.csv,0.82,0.6,0.88,0.71,0.52,0.29,0.68,0.57,0.73,0.58,0.44,0.69,0.85,0.66,0.77,0.79,0.5,0.47,0.57,0.57
biopax.csv,0.89,0.78,1.0,0.86,0.63,0.79,1.0,1.0,1.0,0.68,0.94,0.75,1.0,0.96,1.0,0.2,1.0,1.0,0.88,0.7
bl-toolkit.csv,0.81,0.96,0.32,0.98,1.0,0.89,0.53,1.0,0.65,1.0,1.0,0.96,0.81,0.8,0.96,0.93,0.56,0.61,0.95,0.84
clamav.csv,0.64,0.57,0.79,0.7,0.69,0.81,0.55,0.64,0.58,0.36,0.71,0.57,0.6,0.66,0.65,0.81,0.58,0.49,0.72,0.49
crux-framework.csv,0.75,0.83,0.77,0.85,0.82,0.85,0.88,0.58,0.85,0.79,0.89,0.72,0.82,0.69,0.9,0.96,0.1,0.83,0.83,0.8
gnupdate.csv,0.62,0.79,0.81,0.49,0.67,0.94,0.78,0.8,0.68,0.69,0.26,0.64,0.68,0.67,0.84,0.57,0.56,0.62,0.61,1.0
jmule.csv,0.58,0.66,0.45,0.27,0.55,0.52,0.58,0.84,0.75,0.57,0.36,0.6,0.51,0.58,1.0,0.49,0.68,0.53,0.34,0.22
mbse.csv,0.72,0.74,0.83,1.07,0.77,1.02,0.57,0.48,0.72,0.73,0.7,0.64,0.68,0.67,0.68,0.89,0.52,0.65,0.69,0.93
mplayer-ce.csv,0.65,0.63,0.55,0.83,0.81,0.82,0.89,0.62,0.89,0.8,0.71,0.6,0.68,0.82,0.55,0.58,0.93,0.96,0.68,0.7
ng4j.csv,0.8,0.63,0.64,0.63,0.65,0.96,1.15,0.73,0.61,0.55,0.51,0.6,0.64,0.67,0.73,0.48,0.38,0.84,0.33,0.71
ns-3-dev-def-routing.csv,0.65,0.71,0.48,0.38,0.68,0.45,0.77,0.99,0.64,0.67,0.66,0.69,0.63,0.54,0.93,0.48,0.72,0.63,0.52,0.96
openxava.csv,0.67,0.62,0.87,0.99,0.91,0.86,0.46,0.55,0.73,0.52,0.82,0.7,0.6,0.71,0.75,0.89,0.56,0.75,0.67,0.77
phonon-vlc-mplayer.csv,0.65,0.6,0.41,0.27,0.51,0.84,0.69,0.88,0.5,0.62,0.39,0.66,0.59,0.51,0.74,0.59,0.48,0.54,0.44,0.79
qgis.csv,0.7,0.47,0.83,0.42,0.6,0.96,0.94,1.0,0.68,0.85,1.0,1.0,0.75,0.59,0.98,0.36,0.62,0.69,0.59,1.0
vars-redux.csv,0.64,0.55,0.62,0.72,0.61,0.83,0.9,0.9,0.47,0.59,0.78,0.6,0.57,0.59,0.78,0.63,0.81,0.52,0.55,0.59
xamj.csv,0.82,0.9,0.91,0.95,0.71,0.92,0.6,0.98,0.76,0.81,0.95,0.84,0.62,0.9,0.64,0.71,0.71,0.38,0.98,0.97
yafdotnet.csv,0.6,0.56,0.88,0.68,0.66,0.86,0.6,0.46,0.8,0.75,0.56,0.63,0.38,0.65,0.71,0.75,0.74,0.47,0.6,0.86
