,beast-mcmc.csv,jrefactory.csv,adonthell.csv,jaxlib.csv,nodal.csv,exist.csv,pokenetonline.csv,foursquared.csv,avisynth2.csv,dataobjectsdotnet.csv,simplewebservices.csv,opendvr.csv,uface.csv
adonthell.csv,494.0,193.0,190.0,1622.5,97.5,197.5,96.5,98.5,1884.5,99.0,393.5,96.5,98.5
avisynth2.csv,71.5,516.0,37.5,118.0,97.5,345.0,192.0,79.5,240.5,96.5,182.5,0.0,88.5
beast-mcmc.csv,97.5,99.0,98.5,913.0,196.0,197.5,98.5,98.5,1640.0,191.0,96.5,96.5,98.5
dataobjectsdotnet.csv,290.5,99.0,98.5,454.5,290.5,197.5,98.5,98.5,1232.5,99.0,99.0,96.5,95.5
exist.csv,494.0,99.0,98.5,2237.5,196.0,197.5,98.5,98.5,1983.0,99.0,99.0,96.5,98.5
foursquared.csv,96.5,99.0,98.5,57.5,74.5,95.5,98.5,98.5,712.5,84.5,46.5,96.5,85.5
jaxlib.csv,295.0,598.5,98.5,199.5,190.0,288.5,98.5,98.5,538.5,99.0,99.0,96.5,98.5
jrefactory.csv,684.0,381.0,98.5,1173.0,290.5,197.5,98.5,98.5,542.5,99.0,99.0,96.5,98.5
nodal.csv,193.0,282.5,98.5,1002.5,97.5,197.5,98.5,98.5,617.5,99.0,195.5,96.5,98.5
opendvr.csv,98.5,99.0,287.5,1622.5,196.0,197.5,98.5,96.5,1651.0,99.0,190.5,189.0,98.5
pokenetonline.csv,494.0,99.0,98.5,1622.5,196.0,197.5,98.5,98.5,1983.0,99.0,99.0,96.5,98.5
simplewebservices.csv,395.5,99.0,98.5,1622.5,196.0,197.5,98.5,98.5,1893.5,99.0,195.5,96.5,98.5
uface.csv,395.5,99.0,98.5,2329.5,290.5,197.5,98.5,98.5,1983.0,388.0,491.0,96.5,98.5
