,ontomorphtab.csv,delphilhlplib.csv,flexpay.csv,gabel.csv,img-browse-sort.csv,passwordsafe.csv,genoviz.csv
delphilhlplib.csv,0.44,0.37,0.61,0.37,0.45,0.5,0.8
flexpay.csv,0.61,1.0,0.57,0.33,0.82,0.71,0.51
gabel.csv,0.55,0.78,0.68,0.3,0.62,0.72,0.51
genoviz.csv,0.74,0.8,0.74,0.76,0.92,0.88,0.09
img-browse-sort.csv,0.55,0.85,0.67,0.51,0.42,0.46,0.76
ontomorphtab.csv,0.34,0.73,0.65,0.41,0.65,0.49,0.53
passwordsafe.csv,0.51,0.68,0.68,0.43,0.43,0.36,0.61
