,ildjit.csv,jfreereport.csv,gebr.csv,amateur-scrolls.csv,foursquared.csv,kml.csv,pcsx2.csv,wxjs.csv,ffigo.csv,ng4j.csv
amateur-scrolls.csv,0.91,0.58,0.78,0.0,0.75,0.59,0.61,0.88,0.92,0.63
ffigo.csv,0.85,0.72,0.53,0.59,0.7,0.83,0.83,1.03,0.01,0.73
foursquared.csv,0.88,0.62,0.58,0.66,0.08,0.46,0.62,1.02,0.6,0.7
gebr.csv,0.72,0.74,0.13,0.81,0.7,0.6,0.73,0.6,0.6,0.69
ildjit.csv,0.07,0.89,0.94,1.0,0.92,0.97,0.94,0.75,0.96,0.95
jfreereport.csv,0.5,0.12,1.06,0.88,0.94,1.1,0.96,0.6,0.83,0.85
kml.csv,0.95,0.55,0.63,0.58,0.69,0.0,0.53,0.92,0.52,0.53
ng4j.csv,0.93,0.6,0.55,0.61,0.47,0.44,1.0,0.82,0.73,0.0
pcsx2.csv,0.99,0.62,0.47,0.9,0.71,0.42,0.02,1.0,0.73,0.72
wxjs.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
