,qpe.csv,sepgsql.csv,ldview.csv,monetdb.csv,xpontus.csv,netatalk.csv,fmri-dmt.csv,synergyspace.csv,quark.csv,illumination.csv,gss.csv,olex2.csv,ftm.csv,arm-webradio.csv,fulguro.csv
arm-webradio.csv,0.75,0.92,0.61,0.95,0.62,0.64,0.88,0.54,0.94,0.5,0.67,0.43,0.45,0.71,0.54
fmri-dmt.csv,0.76,0.68,0.69,0.98,0.5,0.49,0.75,0.97,0.73,0.56,0.42,0.59,0.84,0.6,0.47
ftm.csv,0.66,0.34,0.71,0.58,0.55,0.44,0.77,0.88,0.42,0.9,0.78,0.58,0.41,0.61,0.6
fulguro.csv,0.83,0.0,0.78,0.95,0.38,0.79,0.37,0.5,0.67,0.71,0.4,0.91,0.93,0.68,0.7
gss.csv,0.46,0.37,0.46,0.38,0.37,0.39,0.3,0.45,0.34,0.38,0.39,0.34,0.36,0.51,0.49
illumination.csv,0.0,0.0,0.0,0.0,0.36,0.42,0.34,0.45,0.0,0.68,0.33,0.0,0.0,0.58,0.0
ldview.csv,0.61,0.42,0.62,0.39,0.34,0.42,0.35,0.49,0.47,0.37,0.35,0.47,0.92,0.56,0.48
monetdb.csv,0.54,0.51,0.58,0.43,0.55,0.5,0.85,0.5,0.46,0.44,0.57,0.46,0.43,0.56,0.75
netatalk.csv,0.46,0.38,0.43,0.35,0.42,0.42,0.33,0.49,0.34,0.38,0.38,0.37,0.43,0.42,0.41
olex2.csv,0.56,0.38,0.0,0.92,0.5,0.73,0.46,0.65,0.71,0.89,0.89,0.47,0.41,0.51,0.8
qpe.csv,0.57,0.39,0.6,0.39,0.66,0.46,0.48,0.89,0.34,0.64,0.48,0.94,0.95,0.74,0.5
quark.csv,0.97,0.0,0.75,0.87,0.9,0.67,0.67,0.89,0.57,0.0,0.67,0.92,0.57,0.5,0.92
sepgsql.csv,0.57,0.56,0.58,0.49,0.73,0.47,0.73,0.72,0.45,0.6,0.64,0.52,0.44,0.8,0.43
synergyspace.csv,0.9,0.99,0.5,0.94,0.51,0.86,0.37,0.78,0.92,0.85,0.62,0.93,0.75,0.93,0.83
