,adaptagrams.csv,lazarus-ccr.csv,redshell.csv,intact.csv,rohxel.csv,japano.csv,red5.csv,pustefix.csv,officefloor.csv,toped.csv,customsagetv.csv,roolo.csv,xreal.csv,glas.csv,jas.csv,primefaces.csv
adaptagrams.csv,0.0,0.14,0.25,0.15,0.0,0.11,0.24,0.06,0.17,0.22,0.11,0.19,0.21,0.07,0.1,0.3
customsagetv.csv,0.04,0.0,0.0,0.01,0.0,0.11,0.1,0.0,0.03,0.0,0.0,0.03,0.01,0.0,0.01,0.0
glas.csv,0.21,0.29,0.75,0.32,0.55,0.22,0.55,0.23,0.68,0.33,0.36,0.35,0.29,0.02,0.4,0.37
intact.csv,0.21,0.89,0.38,0.0,0.09,0.11,0.24,0.19,0.38,0.78,0.52,0.38,0.35,0.15,0.21,0.26
japano.csv,0.75,0.96,0.75,0.95,0.27,0.0,0.9,0.94,0.95,1.0,1.0,1.0,0.93,0.96,0.81,0.89
jas.csv,0.08,0.39,0.25,0.36,0.82,0.0,0.52,0.13,0.11,0.67,0.89,0.46,0.12,0.0,0.0,0.44
lazarus-ccr.csv,0.54,0.0,0.5,0.63,0.45,0.44,0.48,0.71,0.6,0.89,0.45,0.41,0.6,0.51,0.38,0.33
officefloor.csv,0.17,0.07,0.25,0.14,0.82,0.78,0.76,0.68,0.0,0.22,0.05,0.65,0.28,0.27,0.04,0.48
primefaces.csv,1.0,0.07,1.0,0.78,1.0,1.0,0.69,0.81,0.68,0.89,0.7,0.62,0.75,1.0,0.69,0.04
pustefix.csv,0.46,0.64,0.38,0.36,0.73,0.56,0.38,0.0,0.58,0.56,0.45,0.41,0.24,0.05,0.57,0.44
red5.csv,0.62,0.71,0.5,0.71,0.55,0.67,0.0,0.39,0.4,0.33,0.89,0.76,0.51,0.55,0.51,0.78
redshell.csv,0.29,0.36,0.12,0.75,0.27,1.0,0.93,0.35,0.66,0.89,0.93,0.65,0.34,1.0,0.44,0.74
rohxel.csv,0.54,0.75,0.75,0.52,0.0,0.56,0.14,0.42,0.29,0.89,0.68,0.73,0.63,0.49,0.17,0.78
roolo.csv,0.04,0.29,0.5,0.23,0.09,0.22,0.21,0.11,0.4,0.22,0.32,0.0,0.17,0.05,0.51,0.15
toped.csv,0.71,0.75,0.88,0.66,0.0,0.67,0.24,0.53,0.95,0.11,0.66,0.41,0.89,0.96,0.94,0.33
xreal.csv,0.04,0.36,0.0,0.01,0.0,0.0,0.03,0.11,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04
