,adaptagrams.csv,lazarus-ccr.csv,redshell.csv,intact.csv,rohxel.csv,japano.csv,red5.csv,pustefix.csv,officefloor.csv,toped.csv,customsagetv.csv,roolo.csv,xreal.csv,glas.csv,jas.csv,primefaces.csv
adaptagrams.csv,1.0,0.56,0.96,0.39,1.0,0.97,0.59,0.5,0.05,0.92,0.0,0.36,0.0,0.2,0.2,0.43
customsagetv.csv,0.75,0.0,1.0,0.5,1.0,0.5,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
glas.csv,0.69,0.53,0.91,0.36,0.71,0.96,0.62,0.39,0.02,0.89,0.48,0.46,0.04,0.97,0.11,0.66
intact.csv,0.72,0.43,0.94,1.0,0.94,0.97,0.7,0.2,0.04,0.79,0.55,0.33,0.02,0.11,0.17,0.36
japano.csv,0.57,0.47,0.97,0.28,0.88,1.0,0.59,0.23,0.03,0.84,0.52,0.34,0.02,0.38,0.07,0.59
jas.csv,0.33,0.27,0.96,0.28,0.76,1.0,0.56,0.27,0.01,0.76,0.56,0.41,0.0,0.0,1.0,0.48
lazarus-ccr.csv,0.43,1.0,0.97,0.26,0.74,0.92,0.52,0.25,0.03,0.74,0.26,0.46,0.02,0.49,0.06,0.69
officefloor.csv,0.43,0.6,0.95,0.47,0.78,0.94,0.57,0.29,0.88,0.71,0.0,0.38,0.0,0.58,0.0,0.63
primefaces.csv,0.48,0.71,0.95,0.31,0.75,0.88,0.6,0.3,0.02,0.85,0.44,0.36,0.03,0.4,0.08,0.98
pustefix.csv,0.62,0.22,0.92,0.24,0.72,0.94,0.69,1.0,0.02,0.87,0.71,0.4,0.07,0.25,0.08,0.56
red5.csv,0.55,0.46,0.95,0.27,0.82,0.91,1.0,0.35,0.04,0.86,0.43,0.28,0.01,0.43,0.08,0.64
redshell.csv,0.63,0.41,0.99,0.29,0.86,0.92,0.61,0.31,0.04,0.86,0.55,0.27,0.0,0.4,0.02,0.55
rohxel.csv,0.64,0.46,0.95,0.36,1.0,0.94,0.81,0.3,0.05,0.85,0.5,0.29,0.03,0.45,0.05,0.59
roolo.csv,0.86,0.5,0.91,0.39,0.89,0.94,0.67,0.12,0.02,0.75,0.3,1.0,0.0,0.25,0.03,0.64
toped.csv,0.47,0.46,0.95,0.34,1.0,0.91,0.65,0.34,0.03,0.98,0.63,0.29,0.02,0.4,0.07,0.44
xreal.csv,0.75,0.29,1.0,0.0,1.0,1.0,0.8,0.22,0.0,1.0,1.0,0.0,1.0,0.33,0.0,0.5
