,adaptagrams.csv,lazarus-ccr.csv,redshell.csv,intact.csv,rohxel.csv,japano.csv,red5.csv,pustefix.csv,officefloor.csv,toped.csv,customsagetv.csv,roolo.csv,xreal.csv,glas.csv,jas.csv,primefaces.csv
adaptagrams.csv,0.97,0.25,0.27,0.27,0.27,0.3,0.27,0.2,0.39,0.49,0.0,0.24,0.0,0.04,0.43,0.18
customsagetv.csv,0.15,0.0,0.02,0.04,0.1,0.01,0.19,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
glas.csv,0.46,0.42,0.3,0.46,0.39,0.39,0.56,0.43,0.47,0.5,0.33,0.57,0.44,0.96,0.71,0.5
intact.csv,0.54,0.35,0.28,0.98,0.43,0.31,0.41,0.16,0.61,0.4,0.53,0.38,0.23,0.04,0.65,0.12
japano.csv,0.6,0.17,0.6,0.2,0.59,0.99,0.34,0.23,0.21,0.0,0.0,0.0,0.26,0.17,0.51,0.37
jas.csv,0.05,0.2,0.27,0.37,0.45,0.09,0.45,0.16,0.04,0.36,0.37,0.59,0.0,0.0,0.9,0.31
lazarus-ccr.csv,0.39,0.93,0.62,0.49,0.39,0.4,0.37,0.52,0.6,0.28,0.15,0.64,0.4,0.66,0.41,0.53
officefloor.csv,0.14,0.15,0.22,0.34,0.48,0.53,0.49,0.59,0.82,0.12,0.0,0.61,0.0,0.6,0.0,0.54
primefaces.csv,0.0,0.25,0.0,0.55,0.0,0.0,0.56,0.52,0.45,0.36,0.42,0.57,0.56,0.0,0.64,0.98
pustefix.csv,0.65,0.23,0.21,0.31,0.45,0.59,0.57,0.93,0.38,0.61,0.81,0.52,0.63,0.04,0.65,0.41
red5.csv,0.59,0.55,0.41,0.51,0.62,0.46,0.98,0.58,0.54,0.41,0.31,0.44,0.23,0.58,0.59,0.56
redshell.csv,0.49,0.33,0.97,0.54,0.52,0.0,0.27,0.46,0.67,0.38,0.27,0.43,0.0,0.0,0.14,0.48
rohxel.csv,0.74,0.54,0.45,0.64,1.0,0.57,0.45,0.5,0.6,0.37,0.5,0.46,0.53,0.57,0.14,0.51
roolo.csv,0.27,0.37,0.25,0.41,0.25,0.3,0.32,0.05,0.35,0.14,0.14,0.96,0.0,0.04,0.28,0.21
toped.csv,0.48,0.54,0.38,0.64,0.12,0.43,0.34,0.66,0.2,0.98,0.69,0.33,0.35,0.17,0.24,0.21
xreal.csv,0.15,0.2,0.02,0.0,0.12,0.02,0.11,0.11,0.0,0.02,0.42,0.0,1.0,0.04,0.0,0.02
