,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv
checker-framework.csv,0.44,0.56,0.43,0.23,0.32,0.29,0.74,0.62,0.71,0.32,0.5,0.61,0.65,0.57,0.68
fluidium.csv,0.14,0.03,0.0,0.2,0.08,0.06,0.0,0.08,0.0,0.0,0.0,0.0,0.13,0.62,0.03
guineu.csv,0.5,0.42,0.68,0.28,0.2,0.31,0.55,0.57,0.2,0.22,0.64,0.73,0.46,0.59,0.57
inkscape.csv,0.44,0.59,0.88,0.3,0.24,0.17,0.72,0.5,0.33,0.42,0.43,0.86,0.63,0.53,0.74
mpqc.csv,0.13,0.18,0.0,0.0,0.15,0.41,0.36,0.36,0.14,0.2,0.45,0.42,0.21,0.3,0.32
nsis.csv,0.42,0.48,0.82,0.22,0.28,0.29,0.68,0.42,0.29,0.38,0.83,0.81,0.62,0.33,0.7
octave.csv,0.4,0.43,0.51,0.22,0.43,0.16,0.44,0.43,0.26,0.32,0.38,0.61,0.34,0.51,0.55
owfs.csv,0.43,0.55,0.84,0.29,0.32,0.24,0.68,0.48,0.43,0.4,0.9,0.86,0.62,0.58,0.77
owlib.csv,0.49,0.66,0.74,0.36,0.34,0.17,0.6,0.6,0.43,0.39,0.58,0.54,0.67,0.49,0.51
pamguard.csv,0.26,0.33,0.66,0.21,0.32,0.24,0.43,0.52,0.4,0.26,0.15,0.48,0.54,0.0,0.71
prelude.csv,0.46,0.57,0.91,0.31,0.31,0.23,0.76,0.6,0.32,0.44,0.72,0.84,0.66,0.55,0.76
robocode.csv,0.59,0.51,0.0,0.43,0.39,0.21,0.74,0.76,0.42,0.46,0.49,0.43,0.65,0.53,0.53
uwom-server.csv,0.26,0.34,0.0,0.0,0.37,0.17,0.59,0.37,0.23,0.42,0.5,0.66,0.24,0.48,0.44
zengine.csv,0.47,0.57,0.81,0.31,0.3,0.27,0.72,0.62,0.3,0.4,0.96,0.93,0.68,0.43,0.78
zildo.csv,0.53,0.58,0.74,0.28,0.34,0.17,0.59,0.47,0.43,0.34,0.35,0.69,0.71,0.34,0.67
