,kaffeine.csv,alembik.csv,co-ode-owl-plugins.csv,jmonkeyengine.csv,onotoa.csv,e-bio-flow.csv,ogrehg.csv,jaxlib.csv,chaperon.csv,nodal.csv,xpontus.csv,aten.csv,papertoolkit.csv,free-evolution.csv,jmule.csv
alembik.csv,0.0,0.0,109.0,0.0,0.0,1.0,345.0,49.0,3.0,2.0,49.0,196.0,28.0,9.0,52.0
aten.csv,0.0,6.0,10.0,0.0,0.0,1.0,2.0,16.0,22.0,1.0,96.0,0.0,21.0,16.0,7.0
chaperon.csv,0.0,6.0,10.0,0.0,0.0,1.0,1.0,25.0,0.0,1.0,87.0,0.0,25.0,16.0,7.0
co-ode-owl-plugins.csv,1.0,4.0,0.0,4.0,0.0,1.0,345.0,49.0,21.0,3.0,75.0,196.0,14.0,12.0,1.0
e-bio-flow.csv,0.0,6.0,10.0,0.0,0.0,1.0,1.0,25.0,51.0,2.0,37.0,0.0,16.0,15.0,5.0
free-evolution.csv,1.0,2.0,109.0,67.0,0.0,0.0,345.0,49.0,20.0,0.0,83.0,196.0,18.0,2.0,52.0
jaxlib.csv,0.0,5.0,6.0,0.0,0.0,1.0,345.0,0.0,22.0,1.0,95.0,0.0,21.0,16.0,7.0
jmonkeyengine.csv,0.0,2.0,109.0,0.0,0.0,0.0,345.0,49.0,22.0,0.0,117.0,196.0,14.0,14.0,3.0
jmule.csv,0.0,2.0,7.0,0.0,0.0,1.0,345.0,49.0,21.0,1.0,80.0,0.0,19.0,15.0,0.0
kaffeine.csv,0.0,6.0,10.0,0.0,0.0,1.0,1.0,25.0,11.0,1.0,82.0,0.0,18.0,16.0,7.0
nodal.csv,0.0,2.0,10.0,3.0,0.0,3.0,345.0,49.0,2.0,1.0,117.0,196.0,62.0,7.0,2.0
ogrehg.csv,0.0,6.0,9.0,0.0,0.0,1.0,0.0,18.0,22.0,1.0,96.0,0.0,19.0,16.0,7.0
onotoa.csv,0.0,6.0,10.0,0.0,0.0,1.0,1.0,25.0,51.0,1.0,45.0,0.0,62.0,16.0,7.0
papertoolkit.csv,59.0,52.0,109.0,67.0,89.0,81.0,345.0,49.0,13.0,85.0,117.0,196.0,0.0,139.0,52.0
xpontus.csv,59.0,52.0,109.0,67.0,89.0,81.0,345.0,49.0,0.0,85.0,0.0,196.0,62.0,139.0,52.0
