,kaffeine.csv,alembik.csv,co-ode-owl-plugins.csv,jmonkeyengine.csv,onotoa.csv,e-bio-flow.csv,ogrehg.csv,jaxlib.csv,chaperon.csv,nodal.csv,xpontus.csv,aten.csv,papertoolkit.csv,free-evolution.csv,jmule.csv
alembik.csv,0.88,0.11,1.0,0.94,0.79,0.59,1.0,1.0,0.5,0.63,0.6,1.0,0.85,0.64,1.0
aten.csv,1.0,1.0,1.0,1.0,1.0,1.0,0.74,0.81,1.0,1.0,1.0,0.0,1.0,1.0,1.0
chaperon.csv,1.0,1.0,1.0,1.0,1.0,0.92,1.0,1.0,0.0,1.0,0.9,1.0,0.88,1.0,1.0
co-ode-owl-plugins.csv,0.72,0.91,0.28,0.72,0.97,0.92,1.0,1.0,0.95,0.79,0.8,1.0,0.62,0.64,0.7
e-bio-flow.csv,1.07,0.98,0.94,0.98,0.9,0.28,1.0,1.0,1.08,0.71,0.37,1.0,0.89,0.81,0.84
free-evolution.csv,0.9,0.54,1.0,1.0,0.75,0.67,1.0,1.0,0.96,0.66,0.89,1.0,0.93,0.67,1.0
jaxlib.csv,1.01,0.87,0.55,0.71,1.0,0.98,1.0,0.0,1.0,0.98,0.99,0.44,0.95,0.99,0.9
jmonkeyengine.csv,1.01,0.79,1.0,0.34,0.69,0.93,1.0,1.0,1.0,0.74,1.22,1.0,0.65,0.92,0.74
jmule.csv,1.03,0.71,0.95,0.52,0.91,0.76,1.0,1.0,0.98,0.88,0.86,0.98,0.99,0.9,0.19
kaffeine.csv,0.02,0.97,1.0,1.0,0.94,0.86,1.0,1.0,0.61,0.98,0.88,1.0,0.83,0.94,1.0
nodal.csv,0.78,0.67,0.96,0.84,0.7,0.74,1.0,1.0,0.79,0.31,1.02,1.0,1.01,0.83,0.76
ogrehg.csv,1.0,1.0,0.99,0.98,0.94,1.0,0.51,0.75,1.0,0.99,1.0,1.0,0.92,0.99,1.0
onotoa.csv,0.34,0.97,1.0,1.0,0.63,0.64,1.0,1.0,1.0,0.84,0.44,1.0,1.1,0.96,1.0
papertoolkit.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.87,1.0,1.0,1.0,0.0,1.0,1.0
xpontus.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,0.0,1.0,1.0,1.0,1.0
