,kaffeine.csv,alembik.csv,co-ode-owl-plugins.csv,jmonkeyengine.csv,onotoa.csv,e-bio-flow.csv,ogrehg.csv,jaxlib.csv,chaperon.csv,nodal.csv,xpontus.csv,aten.csv,papertoolkit.csv,free-evolution.csv,jmule.csv
alembik.csv,0.0,0.06,0.0,0.02,0.12,0.4,0.0,0.0,0.5,0.17,0.6,0.0,0.53,0.28,0.0
aten.csv,1.0,1.0,1.0,1.0,1.0,1.0,0.13,0.81,1.0,1.0,1.0,0.0,1.0,1.0,1.0
chaperon.csv,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,0.0,1.0,0.9,1.0,0.82,1.0,1.0
co-ode-owl-plugins.csv,0.64,0.84,0.0,0.26,0.94,0.92,0.0,0.0,0.92,0.63,0.8,0.0,0.62,0.58,0.31
e-bio-flow.csv,1.0,0.97,0.93,0.98,0.88,0.1,1.0,1.0,0.42,0.56,0.37,1.0,0.58,0.72,0.45
free-evolution.csv,0.09,0.29,0.0,0.0,0.38,0.63,0.0,0.0,0.96,0.35,0.89,0.0,0.87,0.04,0.0
jaxlib.csv,1.0,0.81,0.5,0.7,1.0,0.98,0.0,0.0,1.0,0.98,0.99,0.0,0.95,0.99,0.9
jmonkeyengine.csv,1.0,0.61,0.0,0.08,0.62,0.9,0.0,0.0,1.0,0.73,0.7,0.0,0.65,0.92,0.31
jmule.csv,1.0,0.68,0.1,0.44,0.88,0.75,0.0,0.0,0.98,0.87,0.86,0.0,0.93,0.9,0.14
kaffeine.csv,0.0,0.97,1.0,1.0,0.94,0.85,1.0,1.0,0.35,0.98,0.88,1.0,0.83,0.94,1.0
nodal.csv,0.0,0.19,0.18,0.12,0.19,0.33,0.0,0.0,0.25,0.06,0.21,0.0,0.12,0.16,0.14
ogrehg.csv,1.0,1.0,0.99,0.98,0.94,1.0,0.16,0.75,1.0,0.98,1.0,1.0,0.92,0.99,1.0
onotoa.csv,0.27,0.97,1.0,1.0,0.62,0.5,1.0,1.0,0.0,0.84,0.44,1.0,0.47,0.95,1.0
papertoolkit.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.01,0.0,0.0,0.0,0.0
xpontus.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
