,kaffeine.csv,alembik.csv,co-ode-owl-plugins.csv,jmonkeyengine.csv,onotoa.csv,e-bio-flow.csv,ogrehg.csv,jaxlib.csv,chaperon.csv,nodal.csv,xpontus.csv,aten.csv,papertoolkit.csv,free-evolution.csv,jmule.csv
alembik.csv,0.22,0.91,0.0,0.1,0.35,0.5,0.0,0.0,0.25,0.42,0.03,0.0,0.06,0.36,0.0
aten.csv,0.9,0.59,0.28,0.42,0.9,0.54,0.37,0.09,0.14,0.42,0.02,1.0,0.09,0.38,0.62
chaperon.csv,0.9,0.59,0.28,0.42,0.9,0.49,0.56,0.08,1.0,0.42,0.02,1.0,0.07,0.38,0.62
co-ode-owl-plugins.csv,0.74,0.45,0.84,0.32,0.78,0.56,0.0,0.0,0.12,0.32,0.02,0.0,0.14,0.4,0.43
e-bio-flow.csv,0.67,0.54,0.27,0.4,0.8,0.77,0.56,0.08,0.0,0.37,0.04,1.0,0.05,0.32,0.32
free-evolution.csv,0.18,0.56,0.0,0.0,0.49,0.55,0.0,0.0,0.15,0.36,0.02,0.0,0.07,0.46,0.0
jaxlib.csv,0.85,0.48,0.36,0.46,0.9,0.51,0.0,1.0,0.14,0.43,0.02,0.72,0.1,0.36,0.65
jmonkeyengine.csv,0.82,0.42,0.0,0.71,0.77,0.48,0.0,0.0,0.14,0.45,0.0,0.0,0.13,0.38,0.39
jmule.csv,0.76,0.57,0.07,0.49,0.77,0.55,0.0,0.0,0.15,0.41,0.02,0.03,0.07,0.39,0.86
kaffeine.csv,0.99,0.59,0.28,0.42,0.87,0.52,0.56,0.08,0.17,0.43,0.02,1.0,0.11,0.39,0.62
nodal.csv,0.37,0.44,0.06,0.22,0.48,0.35,0.0,0.0,0.12,0.74,0.0,0.0,0.0,0.21,0.35
ogrehg.csv,0.9,0.59,0.28,0.42,0.89,0.54,0.58,0.1,0.14,0.41,0.02,0.97,0.1,0.38,0.62
onotoa.csv,0.86,0.59,0.28,0.42,0.92,0.49,0.56,0.08,0.0,0.45,0.04,1.0,0.0,0.37,0.62
papertoolkit.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,1.0,0.0,0.0
xpontus.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,1.0,0.0,0.0,0.0,0.0
