,kaffeine.csv,alembik.csv,co-ode-owl-plugins.csv,jmonkeyengine.csv,onotoa.csv,e-bio-flow.csv,ogrehg.csv,jaxlib.csv,chaperon.csv,nodal.csv,xpontus.csv,aten.csv,papertoolkit.csv,free-evolution.csv,jmule.csv
alembik.csv,0.83,0.5,0.0,0.5,0.72,0.39,0.0,0.0,0.39,0.7,0.35,0.0,0.36,0.48,0.0
aten.csv,0.4,0.32,0.38,0.35,0.34,0.39,0.72,0.29,0.4,0.33,0.36,0.39,0.33,0.45,0.3
chaperon.csv,0.4,0.32,0.38,0.35,0.34,0.42,0.46,0.3,0.75,0.33,0.39,0.39,0.39,0.45,0.3
co-ode-owl-plugins.csv,0.47,0.38,0.92,0.84,0.42,0.41,0.0,0.0,0.45,0.42,0.43,0.0,0.47,0.58,0.56
e-bio-flow.csv,0.59,0.33,0.41,0.35,0.38,0.63,0.46,0.3,0.7,0.48,0.73,0.39,0.53,0.62,0.65
free-evolution.csv,0.83,0.62,0.0,0.0,0.56,0.42,0.0,0.0,0.42,0.56,0.36,0.0,0.37,0.93,0.0
jaxlib.csv,0.44,0.4,0.6,0.45,0.35,0.41,0.0,0.5,0.4,0.33,0.37,0.5,0.35,0.45,0.32
jmonkeyengine.csv,0.45,0.47,0.0,0.88,0.43,0.42,0.0,0.0,0.4,0.35,0.45,0.0,0.45,0.46,0.71
jmule.csv,0.5,0.32,0.9,0.43,0.32,0.34,0.0,0.0,0.39,0.33,0.34,0.67,0.34,0.48,0.48
kaffeine.csv,0.4,0.33,0.38,0.35,0.33,0.43,0.46,0.3,0.58,0.33,0.38,0.39,0.38,0.45,0.3
nodal.csv,0.64,0.64,0.78,0.89,0.52,0.59,0.0,0.0,0.54,0.75,0.64,0.0,0.86,0.96,0.8
ogrehg.csv,0.4,0.32,0.39,0.34,0.33,0.39,0.64,0.37,0.4,0.32,0.36,0.38,0.36,0.45,0.3
onotoa.csv,0.4,0.33,0.38,0.35,0.38,0.61,0.46,0.3,0.0,0.37,0.71,0.39,0.68,0.47,0.3
papertoolkit.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.67,0.0,0.0
xpontus.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
