,kaffeine.csv,alembik.csv,co-ode-owl-plugins.csv,jmonkeyengine.csv,onotoa.csv,e-bio-flow.csv,ogrehg.csv,jaxlib.csv,chaperon.csv,nodal.csv,xpontus.csv,aten.csv,papertoolkit.csv,free-evolution.csv,jmule.csv
alembik.csv,0.15,0.92,0.0,0.07,0.26,0.58,0.0,0.0,0.83,0.44,0.77,0.0,0.35,0.46,0.0
aten.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.54,0.0,0.0,0.0,1.0,0.0,0.0,0.0
chaperon.csv,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,1.0,0.0,0.36,0.0,0.43,0.0,0.0
co-ode-owl-plugins.csv,0.57,0.4,0.76,0.37,0.23,0.3,0.0,0.0,0.28,0.48,0.56,0.0,0.75,0.64,0.42
e-bio-flow.csv,0.0,0.13,0.27,0.09,0.38,0.76,0.0,0.0,0.0,0.54,0.89,0.0,0.34,0.51,0.32
free-evolution.csv,0.12,0.58,0.0,0.0,0.38,0.65,0.0,0.0,0.17,0.46,0.38,0.0,0.37,0.38,0.0
jaxlib.csv,0.0,0.45,0.7,0.64,0.0,0.09,0.0,1.0,0.0,0.09,0.05,0.61,0.21,0.05,0.36
jmonkeyengine.csv,0.0,0.47,0.0,0.71,0.61,0.33,0.0,0.0,0.0,0.6,0.0,0.0,0.73,0.3,0.37
jmule.csv,0.0,0.6,0.07,0.68,0.36,0.58,0.0,0.0,0.09,0.41,0.45,0.02,0.25,0.35,0.88
kaffeine.csv,0.98,0.13,0.0,0.0,0.24,0.44,0.0,0.0,0.52,0.09,0.41,0.0,0.51,0.24,0.0
nodal.csv,0.26,0.4,0.07,0.2,0.36,0.37,0.0,0.0,0.29,0.74,0.0,0.0,0.0,0.21,0.29
ogrehg.csv,0.0,0.0,0.05,0.09,0.24,0.0,0.55,0.62,0.0,0.09,0.0,0.0,0.3,0.05,0.0
onotoa.csv,0.78,0.13,0.0,0.0,0.74,0.58,0.0,0.0,0.0,0.48,0.86,0.0,0.0,0.21,0.0
papertoolkit.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,1.0,0.0,0.0
xpontus.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,1.0,0.0,0.0,0.0,0.0
