,openefm.csv,jgnash.csv,ingex.csv,ambulant.csv,synecdoche.csv
ambulant.csv,0.28,0.15,0.37,0.68,0.39
ingex.csv,0.41,0.21,0.57,0.5,0.37
jgnash.csv,0.44,0.35,0.43,0.42,0.37
openefm.csv,0.58,0.19,0.46,0.52,0.38
synecdoche.csv,0.37,0.16,0.32,0.26,0.69
