,openefm.csv,jgnash.csv,ingex.csv,ambulant.csv,synecdoche.csv
ambulant.csv,0.48,0.56,0.46,0.78,0.09
ingex.csv,0.4,0.67,0.61,0.36,0.37
jgnash.csv,0.59,0.63,0.62,0.52,0.47
openefm.csv,0.69,0.51,0.42,0.41,0.2
synecdoche.csv,0.62,0.59,0.25,0.27,0.65
