,openefm.csv,jgnash.csv,ingex.csv,ambulant.csv,synecdoche.csv
ambulant.csv,0.49,0.55,0.36,0.6,0.38
ingex.csv,0.59,0.44,0.43,0.62,0.52
jgnash.csv,0.51,0.65,0.34,0.4,0.34
openefm.csv,0.55,0.71,0.54,0.52,0.85
synecdoche.csv,0.5,0.42,0.84,0.77,0.62
