,recall,precision,pf,pci_20,ifa,wins
botsnscouts.csv,0.665,0.28500000000000003,0.46499999999999997,0.405,3.0,3
bscwweasel.csv,0.34,0.27,0.19,0.6699999999999999,2.5,9
cme.csv,0.01,0.1,0.0,0.585,27.5,1
fido.csv,0.08,0.04,0.025,0.345,35.0,0
japano.csv,0.685,0.185,0.8049999999999999,0.53,11.0,2
joustsim.csv,0.595,0.33999999999999997,0.52,0.565,4.5,5
log4net.csv,0.3,0.245,0.175,0.69,3.0,8
personalaccess.csv,0.54,0.37,0.30000000000000004,0.485,1.0,7
rcp-company-uibindings.csv,0.525,0.27,0.25,0.485,1.5,4
unbvision.csv,0.6100000000000001,0.41500000000000004,0.345,0.41000000000000003,1.5,6
