,gpsmid.csv,emftriple.csv,fluent-nhibernate.csv,columba.csv
columba.csv,0.72,0.03,0.31,0.61
emftriple.csv,0.22,0.59,0.07,0.3
fluent-nhibernate.csv,0.74,0.0,0.49,0.43
gpsmid.csv,0.83,0.13,0.39,0.51
