,ifmo-game-1.csv,voms.csv,fm-classic.csv,foursquared.csv,micomt.csv,xpontus.csv,jmule.csv
fm-classic.csv,0.13,0.21,0.33,1.0,0.67,0.0,1.0
foursquared.csv,0.14,0.33,0.0,0.79,0.0,0.0,0.83
ifmo-game-1.csv,0.26,0.0,0.07,0.53,0.27,0.0,0.38
jmule.csv,0.1,0.2,0.07,0.4,0.29,0.02,0.84
micomt.csv,0.09,0.1,0.04,0.35,0.58,0.01,0.38
voms.csv,0.07,0.43,0.05,0.64,0.83,0.01,1.0
