,red5.csv,thrust.csv,miranda-icq.csv,dataobjectsdotnet.csv
dataobjectsdotnet.csv,0.75,0.0,0.3,0.99
miranda-icq.csv,0.74,0.45,0.98,0.47
red5.csv,1.0,0.18,0.28,0.5
thrust.csv,0.53,0.94,0.23,0.48
