,red5.csv,thrust.csv,miranda-icq.csv,dataobjectsdotnet.csv
dataobjectsdotnet.csv,0.41,0.0,0.37,0.98
miranda-icq.csv,0.67,0.36,0.96,0.37
red5.csv,0.98,0.22,0.39,0.58
thrust.csv,0.28,0.91,0.27,0.34
