,red5.csv,thrust.csv,miranda-icq.csv,dataobjectsdotnet.csv
dataobjectsdotnet.csv,0.73,1.0,0.65,0.02
miranda-icq.csv,0.5,0.72,0.06,0.75
red5.csv,0.05,0.86,0.66,0.63
thrust.csv,0.85,0.12,0.77,0.77
