,red5.csv,thrust.csv,miranda-icq.csv,dataobjectsdotnet.csv
dataobjectsdotnet.csv,0.32,0.0,0.49,0.98
miranda-icq.csv,0.62,0.33,0.95,0.34
red5.csv,0.96,0.32,0.57,0.63
thrust.csv,0.22,0.9,0.38,0.31
