,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,lportal.csv,openmsx.csv,quark.csv,pnotepad.csv
bacnet.csv,0.75,0.12,0.82,0.35,0.79,0.43,0.61,0.64,0.76,0.57,1.0,0.5
gamestone.csv,0.12,0.88,0.2,0.42,0.29,0.0,0.03,0.28,0.1,0.12,0.0,0.06
gbif-providertoolkit.csv,0.57,0.0,0.32,0.71,0.71,0.22,0.71,0.64,0.83,0.57,0.31,0.46
heekscad.csv,0.78,0.62,0.57,0.61,0.71,0.55,0.74,0.6,0.72,0.57,1.0,0.77
igarden.csv,0.42,0.25,0.38,0.65,0.64,0.45,0.26,0.2,0.53,0.12,1.0,0.27
levent.csv,0.77,0.12,0.43,0.23,0.86,0.69,0.74,0.32,0.0,0.17,0.38,0.52
lportal.csv,0.25,0.0,0.3,0.0,0.07,0.12,0.03,0.52,0.74,0.02,0.0,0.08
openmsx.csv,0.82,0.88,0.36,0.94,0.36,0.45,0.13,0.44,0.0,0.55,0.31,0.4
owlapi.csv,0.39,0.0,0.34,0.16,0.79,0.61,0.92,0.76,0.08,0.63,0.46,0.52
pnotepad.csv,0.57,0.88,0.88,1.0,0.86,0.69,0.58,0.68,0.99,0.57,1.0,0.85
quark.csv,0.32,0.38,0.36,0.06,0.36,0.08,0.08,0.16,0.23,0.11,0.85,0.29
xcsoar.csv,0.65,0.25,0.71,0.61,0.57,0.33,0.29,0.48,0.75,0.38,1.0,0.23
