,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,lportal.csv,openmsx.csv,quark.csv,pnotepad.csv
bacnet.csv,0.63,0.9,0.59,0.76,0.73,0.65,0.49,0.49,0.5,0.79,0.65,0.54
gamestone.csv,0.88,0.18,0.81,0.7,0.75,1.0,0.97,0.76,0.92,0.89,1.0,0.94
gbif-providertoolkit.csv,0.8,1.1,0.78,0.65,0.32,0.79,0.69,0.45,0.44,0.7,0.79,0.81
heekscad.csv,0.37,0.42,0.48,0.57,0.58,0.6,0.64,0.58,0.56,0.74,0.67,0.64
igarden.csv,0.59,0.76,0.64,0.48,0.41,0.59,0.74,0.81,0.57,0.88,0.44,0.74
levent.csv,0.62,0.9,0.63,0.79,0.7,0.5,0.71,0.7,1.0,0.86,0.64,0.62
lportal.csv,0.78,1.0,0.72,1.0,0.93,0.88,0.97,0.58,0.32,0.98,1.0,0.92
openmsx.csv,0.7,0.87,0.79,0.82,0.73,0.63,0.93,0.73,1.0,0.56,0.72,0.85
owlapi.csv,0.95,1.09,0.74,0.86,0.76,0.69,0.94,0.34,0.93,0.86,0.67,0.77
pnotepad.csv,0.45,0.59,0.7,0.92,0.85,0.64,0.62,0.88,0.98,0.84,1.0,0.15
quark.csv,0.68,0.63,0.64,0.94,0.66,0.92,0.92,0.85,0.78,0.89,0.29,0.72
xcsoar.csv,0.4,0.76,0.36,0.62,0.51,0.71,0.74,0.59,0.5,0.72,1.0,0.77
