,owlib.csv,baadengine.csv,barracudamvc.csv,sidekar.csv,springside.csv,jgnash.csv,jsr308-langtools.csv,owlapi.csv,ingex.csv
baadengine.csv,0.73,0.02,0.89,0.46,0.49,0.59,0.39,0.63,0.61
barracudamvc.csv,0.92,0.98,0.0,0.85,0.62,0.92,0.8,0.89,0.99
ingex.csv,0.84,0.86,0.95,0.78,0.96,0.69,0.81,0.74,0.02
jgnash.csv,0.79,0.73,0.87,0.85,0.86,0.0,0.85,0.85,0.9
jsr308-langtools.csv,0.5,0.68,0.7,0.57,0.55,0.55,0.05,0.59,0.63
owlapi.csv,1.0,0.9,0.95,0.95,1.03,0.84,0.87,0.04,0.83
owlib.csv,0.01,0.68,0.83,0.64,0.93,0.5,0.48,0.53,0.72
sidekar.csv,0.79,0.74,0.53,0.0,0.86,0.6,0.22,0.55,0.56
springside.csv,0.66,0.66,0.71,0.54,0.01,0.48,0.5,0.42,0.74
