,owlib.csv,baadengine.csv,barracudamvc.csv,sidekar.csv,springside.csv,jgnash.csv,jsr308-langtools.csv,owlapi.csv,ingex.csv
baadengine.csv,0.45,0.44,0.33,0.4,0.58,0.38,0.38,0.43,0.35
barracudamvc.csv,0.45,0.43,0.37,0.44,0.42,0.4,0.43,0.53,0.36
ingex.csv,0.97,0.96,0.8,0.96,0.97,0.96,0.88,0.96,0.6
jgnash.csv,0.85,0.55,0.87,0.93,0.91,0.96,0.88,0.95,0.83
jsr308-langtools.csv,0.42,0.49,0.35,0.38,0.57,0.34,0.35,0.42,0.33
owlapi.csv,0.0,0.98,0.8,0.67,0.97,0.93,0.75,0.92,0.83
owlib.csv,0.55,0.64,0.41,0.55,0.91,0.53,0.43,0.5,0.37
sidekar.csv,0.78,0.94,0.49,0.5,0.85,0.42,0.36,0.47,0.42
springside.csv,0.39,0.41,0.35,0.4,0.58,0.43,0.41,0.5,0.35
