,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv,arm-webradio.csv
alleg.csv,0.68,0.7,0.59,0.63,0.5,0.59,0.55,0.64,0.37,0.55,0.86,0.56,0.52,0.63,0.41,0.65,0.73,0.56
arm-webradio.csv,0.82,0.85,0.8,0.78,0.44,0.81,0.89,0.86,0.7,0.69,0.89,0.95,0.75,0.57,0.73,0.62,0.89,0.74
bwapi.csv,0.4,0.47,0.41,0.49,0.38,0.42,0.33,0.37,0.89,0.53,0.36,0.39,0.36,0.4,0.42,0.56,0.45,0.49
co-ode-owl-plugins.csv,0.83,0.95,0.93,0.99,0.94,0.94,0.67,0.95,0.61,0.73,0.75,0.96,0.96,0.98,0.93,0.64,0.89,0.79
firebreath.csv,0.57,0.63,0.51,0.7,0.58,0.62,0.43,0.49,0.58,0.56,0.53,0.5,0.44,0.52,0.56,0.79,0.61,0.66
frogatto.csv,0.5,0.65,0.47,0.7,0.38,0.6,0.41,0.47,0.58,0.63,0.43,0.41,0.47,0.46,0.47,0.65,0.59,0.57
gretl.csv,0.43,0.51,0.45,0.5,0.38,0.43,0.4,0.48,0.41,0.42,0.61,0.44,0.53,0.48,0.4,0.5,0.67,0.48
jasperreports.csv,0.5,0.0,0.67,0.0,0.82,0.0,0.0,0.75,0.0,0.8,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0
konversation.csv,0.5,0.95,0.92,0.96,0.6,0.96,0.89,0.75,0.83,0.83,0.92,0.98,0.96,0.98,0.92,0.86,0.92,0.88
linuxsh.csv,0.64,0.91,0.65,0.94,0.41,0.65,0.0,0.9,0.52,0.62,0.67,0.93,0.91,0.74,0.76,0.62,0.75,0.88
moviesandbox.csv,0.63,0.69,0.58,0.87,0.48,0.71,0.95,0.94,0.69,0.55,0.92,0.58,0.61,0.72,0.8,0.8,0.79,0.69
ontomorphtab.csv,0.44,0.44,0.46,0.47,0.35,0.45,0.39,0.44,0.38,0.4,0.4,0.47,0.46,0.41,0.39,0.51,0.43,0.42
opengs.csv,0.9,0.88,0.89,0.82,0.52,0.88,0.5,0.96,0.63,0.75,0.91,0.57,0.58,0.51,0.75,0.89,0.89,0.48
scite-ru.csv,0.47,0.64,0.53,0.56,0.54,0.51,0.93,0.63,0.62,0.44,0.78,0.96,0.72,0.54,0.52,0.76,0.61,0.69
tokratan.csv,0.5,0.67,0.79,0.98,0.71,0.94,0.67,0.0,0.86,0.91,0.5,0.96,0.95,0.94,0.67,0.89,0.93,0.0
vrjuggler.csv,0.88,0.0,0.94,0.99,0.8,0.96,0.9,0.84,0.86,0.67,0.92,0.67,0.0,0.99,0.9,0.67,0.94,0.0
wxcode.csv,0.67,0.0,0.86,0.83,0.75,0.0,0.89,0.0,0.0,0.92,0.0,0.86,0.9,0.98,0.5,0.83,0.86,0.75
xuggle.csv,0.62,0.73,0.9,0.98,0.41,0.55,0.73,0.57,0.57,0.57,0.91,0.95,0.96,0.6,0.64,0.6,0.91,0.98
