,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv,arm-webradio.csv
alleg.csv,0.34,0.36,0.58,0.37,0.41,0.33,0.48,0.39,0.81,0.53,0.12,0.44,0.94,0.35,0.64,0.31,0.29,0.43
arm-webradio.csv,0.26,0.64,0.58,0.5,0.66,0.25,0.19,0.17,0.46,0.67,0.12,0.24,0.27,0.65,0.42,0.34,0.14,0.97
bwapi.csv,0.49,0.45,0.92,0.93,0.68,0.82,0.86,0.33,0.24,0.47,1.0,0.82,0.73,0.96,0.61,1.0,0.57,0.54
co-ode-owl-plugins.csv,0.14,0.36,0.17,0.15,0.32,0.12,0.0,1.0,0.24,0.27,0.0,0.16,0.17,0.35,0.25,0.23,0.0,0.71
firebreath.csv,0.66,0.45,0.75,0.57,0.39,0.93,0.67,0.56,0.63,0.73,0.56,0.58,0.7,1.0,0.67,0.2,0.86,0.69
frogatto.csv,0.34,0.09,0.83,0.61,0.57,0.38,0.52,0.28,0.24,0.4,0.38,0.44,0.39,0.92,1.0,0.11,0.57,0.74
gretl.csv,0.83,0.55,1.0,0.91,0.98,0.95,0.86,0.83,0.8,1.0,0.38,1.0,0.55,1.0,0.83,0.89,0.14,0.69
jasperreports.csv,0.03,0.0,0.17,0.02,0.2,0.0,0.0,0.06,0.0,0.13,0.0,0.0,0.0,0.92,0.03,0.0,0.0,0.0
konversation.csv,0.06,0.36,1.0,0.13,0.34,0.08,0.0,0.0,0.07,0.0,0.12,0.26,0.34,0.27,0.22,0.06,0.29,0.31
linuxsh.csv,0.31,1.0,0.58,0.35,0.75,0.43,0.0,0.06,0.57,0.53,0.06,0.1,0.11,0.58,0.42,0.19,0.0,0.23
moviesandbox.csv,0.43,0.64,0.83,0.33,0.95,0.47,0.1,0.17,0.33,0.53,0.12,0.69,0.45,0.62,0.25,0.37,0.14,0.6
ontomorphtab.csv,0.97,0.64,0.83,0.87,0.82,0.65,0.76,0.72,0.85,0.87,0.81,0.45,0.55,0.96,0.58,0.6,0.86,0.63
opengs.csv,0.2,0.18,0.08,0.33,0.43,0.1,0.05,0.17,1.0,0.33,0.06,0.33,0.34,0.65,0.25,0.07,0.29,0.49
scite-ru.csv,0.94,0.18,0.75,0.85,0.45,0.68,0.67,0.78,0.5,1.0,0.19,0.17,0.24,1.0,0.75,0.44,0.71,0.77
tokratan.csv,0.06,0.0,0.42,0.22,0.27,0.18,0.1,0.0,0.07,0.73,0.06,0.15,0.06,0.04,0.08,0.06,0.57,0.0
vrjuggler.csv,0.29,0.0,0.42,0.26,0.07,0.15,0.05,0.22,0.07,0.67,0.81,0.02,0.0,0.12,0.31,0.02,0.14,0.0
wxcode.csv,0.06,0.0,0.42,0.07,0.07,0.02,0.14,0.0,0.0,0.2,0.0,0.15,0.1,0.31,0.06,0.03,1.0,0.0
xuggle.csv,0.63,0.64,0.33,0.89,0.77,0.58,0.29,0.78,0.69,0.67,0.25,0.14,0.32,0.42,0.28,0.66,0.43,0.23
