,vapor.csv,zscreen.csv,autoopencas.csv,mbse.csv,avisynth2.csv,lportal.csv,les-indemodables.csv,simplewebservices.csv,mplayer-ce.csv
autoopencas.csv,0.48,0.31,0.72,0.0,0.0,0.09,0.06,0.1,0.0
avisynth2.csv,0.0,0.37,0.0,0.0,0.99,0.05,0.04,0.0,0.0
les-indemodables.csv,0.73,0.48,0.66,0.09,0.52,0.13,0.69,0.13,0.41
lportal.csv,0.0,0.24,0.06,0.6,0.0,0.75,0.56,0.0,0.56
mbse.csv,0.61,0.5,0.4,0.67,0.0,0.28,0.39,0.67,0.49
mplayer-ce.csv,0.76,0.54,0.61,0.5,0.6,0.37,0.66,0.17,0.57
simplewebservices.csv,0.65,0.51,0.3,0.05,0.13,0.55,0.3,0.65,0.13
vapor.csv,0.59,0.62,0.0,0.18,0.0,0.0,0.0,0.05,0.0
zscreen.csv,0.69,0.76,0.05,0.58,0.3,0.59,0.04,0.62,0.4
