,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,mevenide.csv
alembik.csv,0.88,0.42,0.8,1.0,0.71,0.53
arsenal-1.csv,0.79,0.25,0.96,1.0,0.0,1.0
barracudamvc.csv,0.99,0.45,0.46,0.4,0.29,0.2
mevenide.csv,0.8,0.47,0.54,0.42,0.27,1.0
mumble.csv,0.76,0.33,0.33,0.75,0.96,0.67
openintents.csv,0.78,1.0,0.39,0.56,0.18,0.22
