,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,mevenide.csv
alembik.csv,0.62,0.75,0.8,0.45,0.86,0.73
arsenal-1.csv,0.56,0.92,0.56,0.5,0.0,0.0
barracudamvc.csv,0.37,0.32,0.33,0.34,0.4,0.48
mevenide.csv,0.49,0.41,0.92,0.54,0.56,0.88
mumble.csv,0.76,0.83,0.83,0.88,0.58,0.67
openintents.csv,0.96,0.55,0.46,0.44,0.84,0.68
