,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,mevenide.csv
alembik.csv,0.43,0.29,0.25,1.0,0.31,0.36
arsenal-1.csv,0.5,0.17,0.92,0.17,0.0,0.07
barracudamvc.csv,1.0,0.6,0.62,0.55,0.44,0.31
mevenide.csv,0.64,0.55,0.35,0.46,0.36,0.93
mumble.csv,0.33,0.14,0.12,0.4,0.98,0.12
openintents.csv,0.28,0.98,0.47,0.61,0.22,0.3
