,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,mevenide.csv
alembik.csv,0.33,0.26,0.18,1.0,0.24,0.33
arsenal-1.csv,0.38,0.16,0.9,0.11,0.0,0.04
barracudamvc.csv,0.99,0.6,0.24,0.34,0.39,0.27
mevenide.csv,0.46,0.61,0.3,0.5,0.52,0.88
mumble.csv,0.24,0.11,0.09,0.31,1.0,0.09
openintents.csv,0.2,0.97,0.42,0.66,0.31,0.47
