,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,mevenide.csv
alembik.csv,0.2,0.21,0.03,0.0,0.03,0.08
arsenal-1.csv,0.5,0.27,0.03,0.0,0.0,0.0
barracudamvc.csv,0.05,0.73,0.94,0.9,0.88,0.92
mevenide.csv,0.7,0.52,0.19,0.48,0.58,0.0
mumble.csv,0.35,0.12,0.13,0.06,0.02,0.01
openintents.csv,0.25,0.0,0.81,0.39,0.48,0.58
