,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,mevenide.csv
alembik.csv,0.29,0.22,0.15,1.0,0.2,0.28
arsenal-1.csv,0.36,0.13,0.89,0.09,0.0,0.03
barracudamvc.csv,1.0,0.87,0.93,0.86,0.92,0.69
mevenide.csv,0.53,0.65,0.26,0.5,0.56,0.86
mumble.csv,0.21,0.09,0.07,0.27,1.0,0.07
openintents.csv,0.17,0.96,0.59,0.68,0.28,0.48
