,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,elynx.csv,cascading.csv,xcmetadataservicestoolkit.csv,gnome-jabber.csv,glelite.csv,olex2.csv,tencompetence.csv,gisgraphy.csv
cascading.csv,0.62,0.35,0.36,0.62,0.84,0.45,0.0,0.67,0.62,0.1,0.56,0.55,0.31,0.63
crisscross.csv,0.09,0.0,0.8,0.41,0.0,0.59,0.09,0.52,0.0,0.0,0.23,0.17,0.45,0.41
gisgraphy.csv,0.29,0.0,0.12,0.18,0.38,0.01,0.0,0.18,0.26,0.1,0.1,0.34,0.04,0.78
glelite.csv,0.43,0.42,0.6,0.49,0.0,0.13,0.13,0.24,0.0,0.0,0.98,0.64,0.69,0.09
gnome-jabber.csv,0.41,0.45,0.42,0.63,0.59,0.54,0.74,0.56,0.51,0.64,0.53,0.59,0.4,0.73
ivataopenportal.csv,0.62,0.0,0.52,0.59,0.36,0.74,0.0,0.52,0.4,0.0,0.86,0.0,0.43,0.35
mb-unit.csv,0.05,0.42,0.54,0.67,0.0,0.05,0.47,0.61,0.42,0.0,0.0,0.69,0.49,0.23
mvdsv.csv,0.04,0.27,0.0,0.09,0.99,0.01,0.0,0.07,0.22,0.05,0.07,0.1,0.04,0.32
nova.csv,0.41,0.85,0.4,0.38,0.0,0.18,0.65,0.39,0.39,0.0,0.0,0.5,0.3,0.47
olex2.csv,0.32,0.55,0.58,0.62,0.65,0.13,0.0,0.54,0.69,0.33,0.0,0.71,0.22,0.28
openwbem.csv,0.61,0.18,0.42,0.51,0.67,0.51,0.87,0.36,0.53,0.39,0.42,0.61,0.38,0.49
tencompetence.csv,0.22,0.1,0.27,0.53,0.0,0.43,0.82,0.15,0.42,0.39,0.5,0.06,0.79,0.21
xcmetadataservicestoolkit.csv,0.32,0.18,0.29,0.5,0.45,0.49,0.86,0.54,0.76,0.0,0.66,0.55,0.74,0.34
