,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,elynx.csv,cascading.csv,xcmetadataservicestoolkit.csv,gnome-jabber.csv,glelite.csv,olex2.csv,tencompetence.csv,gisgraphy.csv
cascading.csv,0.54,0.26,0.21,0.75,0.29,0.49,0.0,0.76,0.78,0.14,0.67,0.55,0.39,0.49
crisscross.csv,0.51,0.37,0.54,0.83,0.16,0.61,0.03,0.81,0.74,0.97,0.31,0.64,0.76,0.51
gisgraphy.csv,0.32,0.0,0.13,0.25,0.24,0.02,0.0,0.26,0.35,0.14,0.15,0.33,0.05,0.71
glelite.csv,0.52,0.24,0.33,0.9,0.16,0.68,0.03,0.88,0.84,0.96,0.99,0.6,0.82,0.4
gnome-jabber.csv,0.41,0.27,0.27,0.76,0.2,0.54,0.05,0.67,0.68,0.75,0.64,0.57,0.46,0.56
ivataopenportal.csv,0.52,0.37,0.34,0.86,0.17,0.73,0.0,0.81,0.77,0.97,0.96,0.63,0.51,0.47
mb-unit.csv,0.53,0.32,0.31,0.79,0.16,0.68,0.04,0.85,0.84,0.93,0.96,0.66,0.55,0.42
mvdsv.csv,0.05,0.21,0.0,0.12,0.8,0.02,0.0,0.11,0.3,0.08,0.11,0.15,0.05,0.41
nova.csv,0.38,0.6,0.21,0.49,0.0,0.24,0.04,0.5,0.47,0.95,0.7,0.5,0.37,0.39
olex2.csv,0.5,0.36,0.35,0.73,0.21,0.66,0.0,0.64,0.77,0.45,0.96,0.69,0.28,0.2
openwbem.csv,0.57,0.22,0.31,0.63,0.26,0.58,0.07,0.45,0.62,0.51,0.54,0.58,0.46,0.37
tencompetence.csv,0.23,0.11,0.14,0.71,0.0,0.55,0.06,0.21,0.52,0.55,0.73,0.09,0.82,0.17
xcmetadataservicestoolkit.csv,0.31,0.17,0.22,0.62,0.18,0.63,0.07,0.66,0.82,0.97,0.92,0.56,0.78,0.26
