,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,avisynth2.csv,octet.csv,twostep.csv,geotools.csv,rcp-company-uibindings.csv,thedata.csv
adonthell.csv,1.0,0.4,0.67,0.67,1.0,0.67,0.0,0.19,0.33,0.05,0.0,0.19,0.55,0.09,0.0,0.0,0.39,1.0,0.06
autofac.csv,1.0,0.43,0.81,0.97,0.57,0.73,0.36,0.33,0.56,0.12,0.14,0.33,0.82,0.07,0.13,0.58,0.29,0.97,0.08
avisynth2.csv,0.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
azureus.csv,1.0,0.52,0.85,0.43,0.5,0.83,0.6,0.5,0.4,0.19,0.14,0.98,0.79,0.0,0.33,0.47,0.31,1.0,0.07
dsworkbench.csv,1.0,0.17,1.0,0.67,0.64,0.73,0.33,0.33,0.58,0.07,0.11,0.35,0.75,0.05,0.36,0.41,0.34,0.95,0.07
forester-atv.csv,1.0,0.96,0.71,0.5,0.7,0.64,0.5,0.59,0.2,0.11,0.0,0.37,1.0,0.2,1.0,0.75,0.27,1.0,0.0
freelords.csv,1.0,0.27,0.82,0.52,0.53,0.99,0.3,0.28,0.8,0.1,0.15,0.32,0.68,0.05,0.1,0.35,0.32,0.99,0.03
gabel.csv,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.89,0.0,0.5,0.33,0.0,0.0,1.0,0.1,1.0,0.0
geotools.csv,1.0,0.44,0.82,0.4,0.65,0.68,0.5,0.32,0.38,0.15,0.17,0.36,0.87,0.05,0.0,0.33,1.0,1.0,0.05
google-collections.csv,1.0,0.39,0.76,0.47,0.56,0.74,0.29,0.35,0.38,0.08,0.19,0.26,0.71,0.05,0.12,0.37,0.28,0.96,0.06
jpaul.csv,1.0,0.52,0.77,0.75,0.0,1.0,1.0,0.34,0.55,0.21,0.0,0.39,0.71,0.0,0.22,0.72,0.33,1.0,0.0
mycila.csv,0.9,0.17,0.75,0.25,0.5,0.69,0.33,0.17,0.37,0.0,0.91,0.0,0.82,0.0,0.13,0.38,0.24,1.0,0.0
neodatis-odb.csv,1.0,0.46,0.75,0.5,0.6,0.6,0.23,1.0,0.57,0.06,0.2,0.34,0.74,0.0,0.13,0.25,0.22,0.95,0.07
octet.csv,0.94,0.42,0.81,0.46,0.62,0.62,0.62,0.5,0.5,0.17,0.14,0.3,0.66,0.03,1.0,0.73,0.32,0.94,0.03
pokenetonline.csv,1.0,0.33,0.75,0.49,0.58,0.85,0.31,0.33,0.38,0.08,0.18,0.31,1.0,0.05,0.29,0.45,0.35,0.98,0.12
rcp-company-uibindings.csv,0.97,0.38,0.76,0.47,0.56,0.8,0.3,0.35,0.39,0.09,0.18,0.27,0.71,0.05,0.12,0.37,0.29,1.0,0.06
scenemonitor.csv,0.98,0.38,0.78,0.71,0.62,0.7,0.36,0.32,1.0,0.16,0.14,0.34,0.75,0.07,0.18,0.52,0.28,0.97,0.02
thedata.csv,1.0,0.33,0.79,0.32,0.5,0.75,0.06,0.34,0.21,0.0,0.5,0.09,0.67,0.0,0.06,0.14,0.28,0.91,1.0
twostep.csv,0.98,0.49,0.79,0.52,0.46,0.75,0.31,0.33,0.5,0.11,0.19,0.33,0.74,0.05,0.18,0.96,0.41,0.97,0.09
