,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,avisynth2.csv,octet.csv,twostep.csv,geotools.csv,rcp-company-uibindings.csv,thedata.csv
adonthell.csv,0.06,0.1,0.14,0.17,0.98,0.06,0.0,0.17,0.06,0.14,0.0,0.09,0.23,0.67,0.0,0.0,0.26,0.1,0.29
autofac.csv,0.59,0.55,0.63,0.99,0.49,0.46,0.66,0.53,0.54,0.72,0.33,0.7,0.56,0.7,0.59,0.86,0.57,0.61,0.66
avisynth2.csv,0.0,0.05,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
azureus.csv,0.05,0.59,0.26,0.37,0.04,0.29,0.4,0.36,0.34,0.65,0.23,0.94,0.36,0.0,0.17,0.59,0.45,0.27,0.29
dsworkbench.csv,0.62,0.14,0.98,0.32,0.42,0.12,0.57,0.43,0.4,0.41,0.12,0.69,0.64,0.56,0.61,0.61,0.47,0.39,0.6
forester-atv.csv,0.05,1.0,0.23,0.35,0.15,0.11,0.07,0.31,0.06,0.15,0.0,0.24,0.1,0.38,0.17,0.15,0.18,0.13,0.0
freelords.csv,0.78,0.37,0.71,0.63,0.49,0.97,0.57,0.44,0.64,0.65,0.41,0.68,0.47,0.09,0.45,0.17,0.6,0.62,0.28
gabel.csv,0.01,0.0,0.12,0.0,0.0,0.01,0.15,0.0,0.0,1.0,0.0,0.06,0.02,0.0,0.0,0.1,0.01,0.01,0.0
geotools.csv,0.37,0.35,0.4,0.32,0.37,0.32,0.21,0.28,0.18,0.43,0.23,0.47,0.48,0.37,0.0,0.05,0.96,0.4,0.29
google-collections.csv,1.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jpaul.csv,0.11,0.53,0.48,0.25,0.0,0.05,1.0,0.31,0.34,0.65,0.0,0.47,0.45,0.0,0.33,0.55,0.38,0.2,0.0
mycila.csv,0.13,0.05,0.07,0.04,0.04,0.13,0.15,0.04,0.38,0.0,1.0,0.0,0.18,0.0,0.33,0.15,0.06,0.24,0.0
neodatis-odb.csv,0.18,0.49,0.34,0.5,0.45,0.18,0.32,0.98,0.24,0.29,0.12,0.24,0.32,0.0,0.55,0.26,0.28,0.42,0.29
octet.csv,0.0,0.59,0.63,0.44,0.5,0.35,0.34,0.42,0.24,0.64,0.23,0.64,0.38,0.35,0.88,0.47,0.45,0.23,0.28
pokenetonline.csv,0.6,0.46,0.39,0.56,0.39,0.59,0.53,0.52,0.43,0.5,0.34,0.64,0.96,0.59,0.6,0.68,0.6,0.55,0.29
rcp-company-uibindings.csv,0.0,0.09,0.0,0.0,0.0,0.7,0.09,0.13,0.39,0.41,0.0,0.38,0.0,0.0,0.0,0.0,0.09,1.0,0.09
scenemonitor.csv,0.57,0.2,0.56,0.7,0.6,0.47,0.68,0.5,0.96,0.85,0.44,0.7,0.61,0.72,0.73,0.77,0.47,0.71,0.26
thedata.csv,0.12,0.1,0.26,0.24,0.39,0.38,0.07,0.41,0.23,0.0,0.55,0.06,0.16,0.0,0.17,0.1,0.24,0.25,1.0
twostep.csv,0.52,0.71,0.63,0.64,0.39,0.52,0.53,0.52,0.49,0.66,0.55,0.7,0.62,0.59,0.47,1.0,0.66,0.62,0.73
