,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,avisynth2.csv,octet.csv,twostep.csv,geotools.csv,rcp-company-uibindings.csv,thedata.csv
adonthell.csv,0.05,0.08,0.12,0.14,0.97,0.05,0.0,0.14,0.05,0.12,0.0,0.07,0.2,0.67,0.0,0.0,0.22,0.08,0.25
autofac.csv,0.54,0.88,0.68,1.0,0.48,0.44,0.76,0.59,0.5,1.0,0.3,0.86,0.53,1.0,0.71,0.96,0.67,0.65,0.75
avisynth2.csv,0.0,0.04,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
azureus.csv,0.04,0.58,0.22,0.34,0.03,0.25,0.35,0.32,0.3,0.62,0.2,0.93,0.32,0.0,0.14,0.58,0.42,0.23,0.25
dsworkbench.csv,0.57,0.12,0.98,0.28,0.38,0.1,0.59,0.41,0.35,0.38,0.1,0.77,0.72,0.67,0.57,0.69,0.44,0.37,0.75
forester-atv.csv,0.04,1.0,0.2,0.31,0.12,0.09,0.06,0.27,0.05,0.12,0.0,0.2,0.08,0.33,0.14,0.12,0.15,0.11,0.0
freelords.csv,0.74,0.38,0.9,0.72,0.68,0.97,0.71,0.54,0.6,0.88,0.4,0.89,0.72,1.0,0.57,0.88,0.85,0.58,0.25
gabel.csv,0.01,0.0,0.1,0.0,0.0,0.01,0.12,0.0,0.0,1.0,0.0,0.05,0.02,0.0,0.0,0.08,0.01,0.01,0.0
geotools.csv,0.32,0.31,0.36,0.28,0.33,0.29,0.18,0.24,0.15,0.38,0.2,0.43,0.43,0.33,0.0,0.04,0.95,0.35,0.25
google-collections.csv,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0
jpaul.csv,0.09,0.5,0.46,0.21,0.0,0.04,1.0,0.27,0.3,0.62,0.0,0.43,0.42,0.0,0.29,0.5,0.34,0.17,0.0
mycila.csv,0.11,0.04,0.06,0.03,0.03,0.11,0.12,0.03,0.35,0.0,1.0,0.0,0.15,0.0,0.29,0.12,0.05,0.2,0.0
neodatis-odb.csv,0.15,0.46,0.3,0.48,0.42,0.15,0.29,0.97,0.2,0.25,0.1,0.2,0.28,0.0,0.57,0.23,0.24,0.4,0.25
octet.csv,0.36,0.65,0.68,0.41,0.47,0.33,0.29,0.38,0.2,0.62,0.2,0.75,0.35,0.33,0.86,0.42,0.42,0.2,0.25
pokenetonline.csv,0.55,0.5,0.86,0.59,0.35,0.57,0.53,0.59,0.4,0.5,0.3,0.75,0.95,0.67,0.57,0.81,0.62,0.52,0.25
rcp-company-uibindings.csv,0.86,0.92,1.0,1.0,1.0,0.92,1.0,1.0,0.9,1.0,0.9,0.95,1.0,1.0,1.0,1.0,0.99,1.0,1.0
scenemonitor.csv,0.59,0.88,0.58,0.69,0.63,0.61,0.94,0.54,0.95,1.0,0.5,0.91,0.68,1.0,0.86,0.85,0.79,0.79,0.25
thedata.csv,0.1,0.08,0.22,0.21,0.37,0.34,0.06,0.38,0.2,0.0,0.5,0.05,0.13,0.0,0.14,0.08,0.2,0.22,1.0
twostep.csv,0.52,0.88,0.84,0.79,0.38,0.52,0.53,0.7,0.45,0.75,0.6,0.88,0.72,0.67,0.43,1.0,0.68,0.72,1.0
