,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,avisynth2.csv,octet.csv,twostep.csv,geotools.csv,rcp-company-uibindings.csv,thedata.csv
adonthell.csv,0.1,0.13,0.2,0.23,0.98,0.09,0.0,0.16,0.09,0.07,0.0,0.1,0.29,0.16,0.0,0.0,0.28,0.15,0.1
autofac.csv,0.7,0.57,0.74,0.98,0.52,0.55,0.49,0.43,0.53,0.21,0.19,0.48,0.65,0.12,0.22,0.72,0.41,0.78,0.15
avisynth2.csv,0.0,0.07,0.04,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
azureus.csv,0.07,0.55,0.35,0.38,0.06,0.39,0.44,0.39,0.34,0.29,0.17,0.95,0.45,0.0,0.2,0.52,0.36,0.37,0.11
dsworkbench.csv,0.73,0.14,0.99,0.39,0.48,0.18,0.43,0.37,0.44,0.12,0.11,0.48,0.74,0.09,0.44,0.51,0.38,0.53,0.12
forester-atv.csv,0.07,0.98,0.31,0.38,0.2,0.16,0.11,0.37,0.08,0.12,0.0,0.26,0.15,0.25,0.25,0.2,0.2,0.19,0.0
freelords.csv,0.85,0.32,0.86,0.61,0.59,0.98,0.42,0.37,0.69,0.18,0.22,0.47,0.7,0.09,0.16,0.5,0.46,0.73,0.06
gabel.csv,0.02,0.0,0.18,0.0,0.0,0.02,0.21,0.0,0.0,0.94,0.0,0.1,0.03,0.0,0.0,0.14,0.02,0.02,0.0
geotools.csv,0.49,0.36,0.5,0.33,0.44,0.41,0.26,0.28,0.21,0.21,0.18,0.39,0.58,0.09,0.0,0.07,0.98,0.52,0.09
google-collections.csv,1.0,0.57,0.86,0.64,0.71,0.85,0.45,0.51,0.56,0.15,0.32,0.41,0.83,0.09,0.22,0.54,0.44,0.98,0.11
jpaul.csv,0.16,0.51,0.57,0.32,0.0,0.07,1.0,0.3,0.39,0.31,0.0,0.41,0.53,0.0,0.25,0.59,0.34,0.3,0.0
mycila.csv,0.2,0.06,0.11,0.06,0.06,0.2,0.17,0.05,0.36,0.0,0.95,0.0,0.25,0.0,0.18,0.18,0.08,0.34,0.0
neodatis-odb.csv,0.26,0.46,0.43,0.49,0.49,0.24,0.26,0.99,0.3,0.1,0.13,0.25,0.41,0.0,0.21,0.24,0.23,0.57,0.11
octet.csv,0.52,0.52,0.74,0.44,0.53,0.43,0.4,0.43,0.29,0.27,0.17,0.43,0.46,0.06,0.92,0.54,0.37,0.33,0.05
pokenetonline.csv,0.71,0.4,0.8,0.53,0.44,0.68,0.39,0.42,0.39,0.13,0.22,0.44,0.97,0.09,0.38,0.58,0.45,0.68,0.17
rcp-company-uibindings.csv,0.91,0.54,0.86,0.64,0.71,0.86,0.46,0.52,0.55,0.16,0.3,0.42,0.83,0.09,0.22,0.54,0.44,1.0,0.12
scenemonitor.csv,0.73,0.53,0.67,0.7,0.63,0.65,0.52,0.4,0.97,0.27,0.22,0.49,0.71,0.13,0.29,0.65,0.41,0.87,0.04
thedata.csv,0.18,0.12,0.34,0.25,0.42,0.47,0.06,0.36,0.21,0.0,0.5,0.07,0.22,0.0,0.08,0.1,0.23,0.35,1.0
twostep.csv,0.68,0.63,0.82,0.63,0.42,0.61,0.39,0.45,0.47,0.18,0.29,0.48,0.73,0.1,0.25,0.98,0.51,0.82,0.17
