,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,avisynth2.csv,octet.csv,twostep.csv,geotools.csv,rcp-company-uibindings.csv,thedata.csv
adonthell.csv,0.75,0.8,0.89,0.83,0.62,0.83,0.5,0.81,0.67,0.91,0.0,0.95,0.95,0.82,0.67,0.5,0.98,0.95,0.82
autofac.csv,0.4,0.33,0.36,0.5,0.61,0.54,0.47,0.44,0.5,0.49,0.5,0.39,0.41,0.44,0.58,0.35,0.38,0.44,0.41
avisynth2.csv,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0
azureus.csv,0.67,0.41,0.69,0.78,0.75,0.62,0.7,0.62,0.8,0.54,0.79,0.7,0.62,0.5,0.67,0.59,0.62,0.67,0.6
dsworkbench.csv,0.37,0.61,0.41,0.75,0.72,0.91,0.47,0.51,0.83,0.58,0.78,0.42,0.42,0.44,0.73,0.41,0.52,0.57,0.41
forester-atv.csv,0.67,0.52,0.93,0.78,0.9,0.91,0.5,0.94,0.8,0.89,0.0,0.97,0.8,0.8,0.0,0.75,0.98,0.96,0.0
freelords.csv,0.37,0.49,0.36,0.4,0.51,0.42,0.4,0.47,0.67,0.43,0.42,0.41,0.38,0.39,0.48,0.42,0.43,0.51,0.53
gabel.csv,0.0,0.0,0.8,0.0,0.0,0.0,0.5,0.75,0.0,0.89,0.0,0.83,0.67,0.0,0.0,0.5,0.9,0.5,0.75
geotools.csv,0.65,0.61,0.73,0.8,0.58,0.74,0.83,0.68,0.88,0.85,0.67,0.73,0.63,0.75,0.67,0.67,0.69,0.66,0.63
google-collections.csv,0.39,0.35,0.36,0.32,0.44,0.38,0.45,0.4,0.31,0.45,0.37,0.39,0.33,0.4,0.45,0.42,0.41,0.39,0.36
jpaul.csv,0.86,0.48,0.5,0.88,0.0,0.67,0.65,0.69,0.73,0.67,0.75,0.66,0.51,0.86,0.89,0.61,0.66,0.83,0.79
mycila.csv,0.9,0.83,0.75,0.75,0.75,0.92,0.83,0.83,0.68,0.0,0.91,0.92,0.91,0.5,0.93,0.88,0.94,0.98,0.8
neodatis-odb.csv,0.92,0.69,0.75,0.61,0.86,0.95,0.91,0.78,0.86,0.85,0.8,0.97,0.78,0.92,0.71,0.88,0.85,0.81,0.71
octet.csv,0.68,0.45,0.5,0.69,0.87,0.76,0.75,0.75,0.88,0.52,0.86,0.48,0.59,0.66,0.83,0.67,0.64,0.77,0.59
pokenetonline.csv,0.36,0.41,0.39,0.4,0.53,0.43,0.38,0.37,0.48,0.44,0.53,0.4,0.39,0.38,0.5,0.45,0.39,0.4,0.88
rcp-company-uibindings.csv,0.35,0.33,0.36,0.32,0.44,0.37,0.44,0.4,0.33,0.43,0.37,0.38,0.33,0.4,0.45,0.42,0.41,0.4,0.37
scenemonitor.csv,0.46,0.34,0.49,0.5,0.51,0.49,0.41,0.51,0.58,0.45,0.46,0.42,0.38,0.45,0.5,0.33,0.44,0.43,0.43
thedata.csv,0.88,0.83,0.93,0.79,0.57,0.75,0.88,0.68,0.74,0.97,0.9,0.97,0.92,0.86,0.76,0.93,0.98,0.98,0.75
twostep.csv,0.47,0.32,0.36,0.39,0.56,0.45,0.45,0.38,0.5,0.44,0.39,0.39,0.38,0.51,0.53,0.48,0.43,0.4,0.36
