,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,avisynth2.csv,octet.csv,twostep.csv,geotools.csv,rcp-company-uibindings.csv,thedata.csv
adonthell.csv,0.95,0.93,0.9,0.86,0.03,0.95,1.0,0.92,0.95,0.9,1.0,0.93,0.89,0.46,1.0,1.0,0.79,0.92,0.79
autofac.csv,0.46,0.78,0.59,0.03,0.69,0.73,0.61,0.75,0.56,0.66,0.83,0.61,0.54,0.68,0.71,0.4,0.73,0.61,0.6
avisynth2.csv,1.0,0.96,0.98,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
azureus.csv,0.96,0.55,0.79,0.76,0.97,0.76,0.65,0.7,0.75,0.44,0.85,0.07,0.71,1.0,0.86,0.57,0.69,0.77,0.78
dsworkbench.csv,0.43,0.96,0.02,0.73,0.67,0.91,0.64,0.73,0.67,0.76,0.92,0.55,0.63,0.74,0.45,0.65,0.66,0.8,0.71
forester-atv.csv,0.96,0.03,0.84,0.74,0.89,0.92,0.94,0.74,0.96,0.88,1.0,0.81,0.92,0.67,0.86,0.88,0.86,0.89,1.0
freelords.csv,0.26,0.91,0.63,0.64,0.83,0.04,0.74,0.87,0.41,0.7,0.8,0.66,0.85,0.98,0.86,0.96,0.74,0.43,0.88
gabel.csv,0.99,1.0,0.9,1.0,1.0,0.99,0.88,1.0,1.0,0.01,1.0,0.95,0.99,1.0,1.0,0.92,0.99,0.99,1.0
geotools.csv,0.68,0.74,0.69,0.81,0.7,0.81,0.83,0.8,0.86,0.65,0.83,0.63,0.59,0.73,1.0,0.96,0.05,0.65,0.8
google-collections.csv,0.0,1.0,1.0,1.0,1.0,0.96,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
jpaul.csv,0.91,0.58,0.69,0.8,1.0,0.96,0.0,0.78,0.72,0.43,1.0,0.62,0.71,1.01,0.73,0.51,0.71,0.83,1.05
mycila.csv,1.02,0.97,0.94,0.97,0.97,0.9,0.89,0.98,0.75,1.0,0.02,1.0,0.85,1.0,0.76,0.89,0.95,0.8,1.0
neodatis-odb.csv,0.85,0.64,0.77,0.67,0.68,0.89,0.82,0.03,0.81,0.83,0.91,0.81,0.76,1.02,0.68,0.87,0.83,0.78,0.78
octet.csv,1.19,0.67,0.59,0.72,0.64,0.88,0.71,0.65,0.81,0.46,0.85,0.65,0.78,0.83,0.14,0.58,0.67,0.85,0.92
pokenetonline.csv,0.45,0.82,0.89,0.68,0.72,0.52,0.68,0.76,0.72,0.72,0.78,0.64,0.05,0.7,0.47,0.61,0.59,0.56,0.76
rcp-company-uibindings.csv,1.01,0.98,1.0,1.0,1.0,0.65,0.98,0.97,0.88,0.88,1.0,0.9,1.0,1.0,1.0,1.0,0.98,0.0,0.98
scenemonitor.csv,0.65,0.96,0.65,0.39,0.6,0.85,0.69,0.77,0.05,0.47,0.87,0.63,0.64,0.66,0.57,0.47,0.85,0.54,1.0
thedata.csv,0.9,0.93,0.8,0.89,0.78,0.73,1.01,0.73,0.93,1.05,0.51,0.97,0.88,1.01,0.91,0.96,0.83,0.93,0.0
twostep.csv,0.69,0.61,0.71,0.67,0.83,0.69,0.68,0.8,0.62,0.61,0.72,0.63,0.66,0.68,0.63,0.02,0.5,0.66,0.65
