,qpe.csv,sepgsql.csv,ldview.csv,monetdb.csv,xpontus.csv,netatalk.csv,fmri-dmt.csv,synergyspace.csv,quark.csv,illumination.csv,gss.csv,olex2.csv,ftm.csv,arm-webradio.csv,fulguro.csv
arm-webradio.csv,0.5,0.39,0.49,0.13,0.87,0.44,0.2,0.46,0.35,0.38,0.26,0.54,0.56,0.94,0.44
fmri-dmt.csv,0.38,0.43,0.49,0.24,0.0,0.2,0.96,0.18,0.1,0.41,0.33,0.41,0.34,0.27,0.53
ftm.csv,0.65,0.66,0.28,0.76,0.91,0.48,0.2,0.23,0.83,0.07,0.27,0.62,0.67,0.27,0.6
fulguro.csv,0.43,0.0,0.23,0.18,0.33,0.24,0.47,0.69,0.0,0.53,0.6,0.0,0.29,0.35,0.65
gss.csv,0.67,0.63,0.57,0.66,0.65,0.65,0.13,0.57,0.0,0.74,0.75,0.52,0.55,0.62,0.61
illumination.csv,0.0,0.0,0.0,0.0,0.05,0.13,0.45,0.63,0.0,0.83,0.65,0.0,0.0,0.0,0.0
ldview.csv,0.18,0.59,0.77,0.0,0.0,0.21,0.66,0.31,0.57,0.45,0.53,0.09,0.18,0.25,0.53
monetdb.csv,0.52,0.51,0.65,0.68,0.99,0.4,0.2,0.35,0.64,0.54,0.35,0.47,0.5,0.42,0.11
netatalk.csv,0.66,0.51,0.57,0.58,0.0,0.77,0.52,0.49,0.54,0.59,0.34,0.51,0.45,0.28,0.43
olex2.csv,0.73,0.41,0.0,0.35,0.7,0.41,0.76,0.38,0.34,0.07,0.35,0.72,0.67,0.5,0.11
qpe.csv,0.68,0.6,0.34,0.65,0.0,0.71,0.64,0.27,0.81,0.49,0.75,0.24,0.29,0.04,0.51
quark.csv,0.16,0.05,0.23,0.33,0.0,0.0,0.0,0.0,0.83,0.0,0.09,0.04,0.48,0.04,0.11
sepgsql.csv,0.68,0.81,0.66,0.69,0.94,0.7,0.2,0.49,0.79,0.21,0.65,0.58,0.66,0.59,0.28
synergyspace.csv,0.45,0.54,0.0,0.22,0.67,0.33,0.67,0.72,0.35,0.27,0.54,0.18,0.12,0.11,0.31
