,qpe.csv,sepgsql.csv,ldview.csv,monetdb.csv,xpontus.csv,netatalk.csv,fmri-dmt.csv,synergyspace.csv,quark.csv,illumination.csv,gss.csv,olex2.csv,ftm.csv,arm-webradio.csv,fulguro.csv
arm-webradio.csv,0.59,0.8,0.71,0.9,0.42,0.76,0.9,0.86,0.76,0.79,0.92,0.78,0.63,0.18,0.82
fmri-dmt.csv,0.88,0.83,0.8,0.88,1.17,0.99,0.16,0.87,1.0,0.84,1.0,0.87,0.89,0.93,0.8
ftm.csv,0.44,0.68,0.77,0.41,0.32,0.58,0.84,0.82,0.41,0.95,0.77,0.49,0.5,0.83,0.64
fulguro.csv,0.76,1.0,0.81,0.86,0.91,0.93,0.85,0.6,1.0,0.68,0.73,1.0,0.8,0.89,0.48
gss.csv,0.69,0.66,0.73,0.68,0.73,0.58,0.98,0.74,1.0,0.57,0.31,0.82,0.79,0.64,0.6
illumination.csv,1.0,1.0,1.0,1.0,0.99,0.98,0.86,0.62,1.0,0.22,0.7,1.0,1.0,1.0,1.0
ldview.csv,0.85,0.74,0.4,1.0,1.23,0.95,0.5,0.8,0.69,0.85,0.74,0.94,0.85,0.97,0.8
monetdb.csv,0.58,0.6,0.55,0.42,0.06,0.69,0.85,0.72,0.47,0.62,0.71,0.74,0.73,0.64,0.94
netatalk.csv,0.5,0.62,0.59,0.69,1.19,0.38,0.8,0.83,0.81,0.71,0.91,0.57,0.85,0.98,0.87
olex2.csv,0.44,0.88,1.0,0.71,0.68,0.66,0.47,0.8,0.83,0.95,0.7,0.39,0.5,0.72,0.91
qpe.csv,0.43,0.73,0.72,0.56,1.04,0.54,0.55,0.78,0.54,0.65,0.45,0.8,0.76,1.2,0.76
quark.csv,0.87,0.96,0.82,0.73,1.0,1.0,1.0,1.0,0.29,1.0,0.93,0.97,0.58,0.97,0.91
sepgsql.csv,0.46,0.36,0.5,0.49,0.23,0.45,0.87,0.63,0.41,0.94,0.58,0.69,0.62,0.6,0.96
synergyspace.csv,0.66,0.58,1.0,0.83,0.71,0.79,0.71,0.41,0.74,0.86,0.56,0.87,0.91,0.94,0.75
