,qpe.csv,sepgsql.csv,ldview.csv,monetdb.csv,xpontus.csv,netatalk.csv,fmri-dmt.csv,synergyspace.csv,quark.csv,illumination.csv,gss.csv,olex2.csv,ftm.csv,arm-webradio.csv,fulguro.csv
arm-webradio.csv,0.78,0.8,0.75,0.95,0.5,0.68,0.68,0.51,0.8,0.57,0.65,0.47,0.43,0.71,0.57
fmri-dmt.csv,0.76,0.68,0.73,0.98,0.51,0.48,0.88,0.96,0.86,0.59,0.52,0.6,0.89,0.59,0.51
ftm.csv,0.59,0.36,0.75,0.43,0.5,0.6,0.83,0.88,0.45,0.9,0.75,0.48,0.44,0.95,0.47
fulguro.csv,0.81,0.0,0.83,0.94,0.39,0.77,0.32,0.51,0.67,0.63,0.37,0.0,0.97,0.67,0.72
gss.csv,0.39,0.33,0.39,0.31,0.34,0.34,0.28,0.35,0.34,0.35,0.4,0.32,0.34,0.46,0.44
illumination.csv,0.0,0.0,0.0,0.0,0.37,0.41,0.3,0.44,0.0,0.68,0.33,0.0,0.0,0.56,0.67
ldview.csv,0.98,0.43,0.53,0.39,0.37,0.44,0.48,0.57,0.55,0.36,0.41,0.9,0.92,0.6,0.47
monetdb.csv,0.63,0.51,0.6,0.51,0.88,0.57,0.9,0.59,0.55,0.49,0.82,0.52,0.51,0.52,0.89
netatalk.csv,0.46,0.52,0.44,0.4,0.55,0.39,0.39,0.58,0.33,0.39,0.34,0.49,0.42,0.85,0.44
olex2.csv,0.55,0.39,0.0,0.88,0.44,0.73,0.47,0.64,0.61,0.86,0.9,0.47,0.42,0.51,0.86
qpe.csv,0.57,0.37,0.6,0.37,0.58,0.4,0.42,0.94,0.37,0.52,0.38,0.94,0.9,0.73,0.44
quark.csv,0.9,0.0,0.75,0.95,0.9,0.0,0.0,0.0,0.58,0.0,0.5,0.67,0.59,0.0,0.75
sepgsql.csv,0.51,0.54,0.54,0.43,0.61,0.39,0.71,0.64,0.45,0.55,0.45,0.46,0.42,0.66,0.43
synergyspace.csv,0.81,0.75,0.67,0.96,0.46,0.76,0.36,0.68,0.83,0.79,0.6,0.96,0.92,0.96,0.95
