,nova.csv,crisscross.csv,mb-unit.csv,libopenmetaverse.csv,betoffice.csv,ldview.csv,mvdsv.csv,jitterbit.csv,tolven.csv,gwanted.csv,codepurge.csv,olex2.csv,elvishrayrenderer.csv
betoffice.csv,0.83,0.61,0.75,0.94,0.59,0.95,0.56,0.8,0.67,0.62,0.81,0.93,0.73
codepurge.csv,0.67,0.68,0.98,0.56,0.82,0.62,0.46,0.99,0.44,0.81,0.95,0.75,0.62
crisscross.csv,0.91,0.86,0.93,0.93,0.9,0.83,0.83,0.92,0.8,0.9,0.95,0.94,0.91
elvishrayrenderer.csv,0.47,0.6,0.46,0.38,0.47,0.53,0.38,0.42,0.35,0.43,0.52,0.43,0.44
gwanted.csv,0.0,0.0,0.99,0.67,0.8,0.5,0.56,0.82,0.73,0.96,0.0,0.67,0.0
jitterbit.csv,0.6,0.73,0.81,0.58,0.83,0.62,0.52,0.74,0.52,0.69,0.69,0.59,0.47
ldview.csv,0.92,0.98,0.6,0.65,0.92,0.7,0.89,0.79,0.59,0.82,0.78,0.86,0.6
libopenmetaverse.csv,0.65,0.54,0.49,0.53,0.61,0.44,0.77,0.49,0.46,0.51,0.57,0.46,0.44
mb-unit.csv,0.83,0.44,0.45,0.5,0.41,0.56,0.35,0.45,0.39,0.49,0.5,0.41,0.36
mvdsv.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0
nova.csv,0.67,0.66,0.6,0.71,0.57,0.82,0.79,0.53,0.44,0.55,0.65,0.64,0.5
olex2.csv,0.83,0.55,0.66,0.54,0.82,0.44,0.91,0.61,0.6,0.63,0.83,0.52,0.43
tolven.csv,0.5,0.96,0.9,0.75,0.86,0.67,0.64,0.98,0.58,0.86,0.97,0.95,0.62
