,guineu.csv,pokeglobal.csv,graphmak.csv,pdfedit.csv,jhotdraw.csv,red5.csv,cascading.csv,twostep.csv,ofbiz.csv
cascading.csv,0.64,0.41,0.43,0.37,0.44,0.44,0.41,0.91,0.5
graphmak.csv,0.44,0.42,0.45,0.42,0.49,0.58,0.49,0.86,0.65
guineu.csv,0.63,0.84,0.5,0.67,0.59,0.82,0.89,0.86,0.55
jhotdraw.csv,0.49,0.43,0.69,0.44,0.87,0.51,0.44,0.88,0.52
ofbiz.csv,0.48,0.46,0.47,0.45,0.44,0.49,0.54,0.48,0.46
pdfedit.csv,0.42,0.71,0.56,0.48,0.51,0.41,0.45,0.59,0.61
pokeglobal.csv,0.35,0.44,0.41,0.35,0.36,0.34,0.45,0.5,0.53
red5.csv,0.34,0.47,0.39,0.38,0.37,0.44,0.4,0.42,0.38
twostep.csv,0.3,0.38,0.38,0.48,0.38,0.36,0.4,0.43,0.38
