,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,glas.csv,hannosset.csv,jcl.csv,gmerlin.csv
chipster.csv,0.0,0.48,0.41,0.04,0.91,0.59,1.0,0.0,0.0,0.56,0.28,0.06,0.58,0.0,0.17,0.14,0.0
fontforge.csv,0.88,0.9,0.93,1.0,1.0,0.76,1.0,0.71,0.83,1.0,0.64,0.83,0.71,0.81,1.0,1.0,0.84
glas.csv,0.71,0.87,0.62,0.36,0.54,0.79,1.0,0.92,0.83,0.23,0.8,0.72,0.71,0.65,1.0,1.0,0.81
gmerlin.csv,0.0,0.94,0.72,0.96,0.0,0.88,1.0,0.0,0.83,0.0,0.98,0.72,1.0,1.0,1.0,0.0,0.62
hannosset.csv,0.61,0.13,0.31,0.04,0.74,0.24,0.0,0.25,0.39,0.13,0.12,0.11,0.19,0.03,0.67,0.07,0.66
hatari.csv,0.61,0.81,0.66,0.84,0.96,0.71,1.0,0.88,0.89,0.9,0.66,1.0,0.89,0.84,0.83,1.0,0.47
jaolt.csv,0.78,0.81,0.48,0.68,0.28,0.5,1.0,0.67,0.78,0.1,0.87,0.83,0.73,0.27,0.33,0.29,0.66
jcl.csv,0.85,0.65,0.83,0.4,0.9,0.65,1.0,0.42,0.72,0.33,0.62,0.33,0.53,0.16,0.83,0.86,0.31
ltp.csv,0.29,0.71,0.86,0.84,0.75,0.76,0.0,0.54,0.61,0.56,0.71,0.72,0.63,0.49,0.83,0.71,0.31
mia.csv,0.41,0.03,0.48,0.64,0.02,0.17,1.0,0.67,0.44,0.87,0.36,0.61,0.07,0.05,0.0,0.21,0.28
net-snmp.csv,0.66,0.74,0.48,0.6,0.73,0.7,1.0,1.0,0.94,0.54,0.82,0.83,0.48,0.78,0.33,0.43,0.44
opde.csv,1.0,0.52,1.0,0.6,0.99,0.58,1.0,0.71,0.72,0.0,0.58,0.94,0.67,0.49,0.67,0.64,0.44
oppna-program-hsatools.csv,0.85,0.68,0.79,1.0,0.92,0.52,1.0,0.92,0.94,0.95,0.86,1.0,0.6,0.24,0.5,0.86,0.62
powerfolder-.csv,0.46,0.58,0.17,0.48,0.26,0.24,1.0,0.08,0.67,0.33,0.41,0.61,0.36,0.05,0.17,0.79,0.34
qlc.csv,0.0,0.87,0.0,0.6,0.93,0.52,1.0,0.0,0.72,0.41,0.22,0.83,0.33,0.32,0.5,0.57,0.0
tcl.csv,0.51,0.81,0.66,0.84,0.68,0.64,0.0,0.0,0.61,0.74,0.71,0.56,0.95,0.89,0.67,0.0,0.22
