,recall,precision,pf,pci_20,ifa,wins
chipster.csv,0.17,0.25,0.06,0.45,2.0,2
fontforge.csv,0.88,0.41,0.9,0.39,2.0,5
glas.csv,0.79,0.43,0.68,0.4,3.0,6
gmerlin.csv,0.83,0.15,0.72,0.35,5.0,0
hannosset.csv,0.19,0.33,0.16,0.89,2.0,11
hatari.csv,0.84,0.41,0.82,0.4,3.0,4
jaolt.csv,0.67,0.44,0.43,0.46,1.0,12
jcl.csv,0.65,0.46,0.41,0.5,1.0,15
ltp.csv,0.71,0.4,0.62,0.52,2.0,9
mia.csv,0.36,0.43,0.19,0.6,1.0,14
net-snmp.csv,0.7,0.39,0.68,0.46,2.0,7
opde.csv,0.67,0.44,0.5,0.45,2.0,10
oppna-program-hsatools.csv,0.86,0.45,0.69,0.41,0.0,13
powerfolder-.csv,0.36,0.4,0.26,0.55,3.0,8
qlc.csv,0.5,0.25,0.27,0.45,3.0,3
tcl.csv,0.66,0.33,0.7,0.47,6.0,1
